topic_id,parent_id,parent_name,name,documents,enabled,eligible_leaf_documents,rule_id,definition,candidate_clusters1000,seed_status,object_pattern,task_pattern,exclude_title_pattern,precision_required_title,precision_excluded_title,precision_note,review_status
M347.htc,M347,生物质热解气化与水热转化,生物质水热炭化,306,True,306,M347.htc,研究对象须匹配“生物质水热炭化”对应对象，且满足所列任务；多任务冲突保留复核。,T0347|T0471|T0901,sample_object_task_supported,biomass|生物质|sludge|污泥,hydrothermal.carbonization|hydrothermal.carbonisation|水热炭化|水热碳化,,,,,自动规则接受；抽样诊断；非专家全量验收
M347.htl,M347,生物质热解气化与水热转化,生物质水热液化,106,True,106,M347.htl,研究对象须匹配“生物质水热液化”对应对象，且满足所列任务；多任务冲突保留复核。,T0113|T0625|T0810,descriptor_retrieval_only_not_sample_approved,biomass|alga|生物质|藻,hydrothermal.liquefaction|水热液化,,,,,自动规则接受；抽样诊断；非专家全量验收
M348.fire,M348,锂电池热行为与安全机制,电池火灾抑制与灭火,238,True,238,M348.fire,研究对象须匹配“电池火灾抑制与灭火”对应对象，且满足所列任务；多任务冲突保留复核。,T0461|T0291|T0296|T0437|T0671|T0506,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,fire.suppress|fire.extinguish|fire.safety|灭火|火灾抑制|阻燃,,,,,自动规则接受；抽样诊断；非专家全量验收
M348.runaway,M348,锂电池热行为与安全机制,电池热失控与传播,1850,True,1848,M348.runaway,研究对象须匹配“电池热失控与传播”对应对象，且满足所列任务；多任务冲突保留复核。,T0616|T0948|T0461|T0671|T0169|T0000|T0760|T0040|T0374|T0199,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,thermal.runaway|thermal.propagation|热失控|热蔓延,,,,,自动规则接受；抽样诊断；非专家全量验收
M353.cyber,M353,智能电网信息安全与韧性,智能电网网络攻击与安全,497,True,497,M353.cyber,研究对象须匹配“智能电网网络攻击与安全”对应对象，且满足所列任务；多任务冲突保留复核。,T0129|T0353|T0419|T0728|T0081,sample_object_task_supported,smart.grid|power.grid|电网,cyber.attack|cyber.security|false.data.injection|网络攻击|网络安全|虚假数据注入,,,,,自动规则接受；抽样诊断；非专家全量验收
M353.resilience,M353,智能电网信息安全与韧性,电网灾害韧性与恢复,1055,True,1054,M353.resilience,研究对象须匹配“电网灾害韧性与恢复”对应对象，且满足所列任务；多任务冲突保留复核。,T0073|T0523|T0896|T0806|T0191|T0157|T0640,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",resilien|disaster|restoration|韧性|灾害|恢复供电,,,,,自动规则接受；抽样诊断；非专家全量验收
M360.counterelectrode,M360,染料敏化太阳能电池材料与器件,染料敏化电池对电极,2137,True,2136,M360.counterelectrode,研究对象须匹配“染料敏化电池对电极”对应对象，且满足所列任务；多任务冲突保留复核。,T0534|T0360,sample_object_task_supported,dye.sensiti[sz]ed|\bDSSC|染料敏化,counter.electrode|对电极,,,,,自动规则接受；抽样诊断；非专家全量验收
M360.photoanode,M360,染料敏化太阳能电池材料与器件,染料敏化电池光阳极,1665,True,1662,M360.photoanode,研究对象须匹配“染料敏化电池光阳极”对应对象，且满足所列任务；多任务冲突保留复核。,T0360,sample_object_task_supported,dye.sensiti[sz]ed|\bDSSC|染料敏化,photoanode|photoelectrode|光阳极|光电极,counter.electrode|对电极,,,,自动规则接受；抽样诊断；非专家全量验收
M360.sensitizer,M360,染料敏化太阳能电池材料与器件,染料敏化电池敏化剂,2887,True,2886,M360.sensitizer,研究对象须匹配“染料敏化电池敏化剂”对应对象，且满足所列任务；多任务冲突保留复核。,T0608|T0326|T0036,sample_object_task_supported,dye.sensiti[sz]ed|\bDSSC|染料敏化,sensitizer|sensitiser|organic.dye|natural.dye|extracted.dye|co.sensiti|敏化剂|有机染料|天然染料|共敏化,counter.electrode|对电极,,,,自动规则接受；抽样诊断；非专家全量验收
M361.knowledge_graph,M361,电力知识处理与智能决策系统,电力知识图谱,145,True,145,M361.knowledge_graph,研究对象须匹配“电力知识图谱”对应对象，且满足所列任务；多任务冲突保留复核。,T0585|T0554,sample_object_task_supported,power|electric|电力|电网,knowledge.graph|知识图谱,,\bpower\b|\belectric(?:al|ity)?\b|电力|电网,,电力知识图谱必须明确电力对象，不能命中powerful等词内片段,自动规则接受；抽样诊断；非专家全量验收
M364.charging_policy,M364,充电基础设施与公用事业接入政策混合,充电基础设施建设政策,60,True,60,M364.charging_policy,研究对象须匹配“充电基础设施建设政策”对应对象，且满足所列任务；多任务冲突保留复核。,T0719|T0253,sample_object_task_supported,充电基础设施|充电桩|充电站,通知|意见|办法|规划|政策,,,,,自动规则接受；抽样诊断；非专家全量验收
M364.utility_connection,M364,充电基础设施与公用事业接入政策混合,公用事业接入与收费政策,40,True,40,M364.utility_connection,研究对象须匹配“公用事业接入与收费政策”对应对象，且满足所列任务；多任务冲突保留复核。,T0053|T0364|T0005,sample_object_task_supported,供水|供电|供气|公用事业,接入|接网|报装|收费,充电,,,,自动规则接受；抽样诊断；非专家全量验收
M365.activated_carbon,M365,多孔碳材料及储能环境应用,活性炭制备与孔结构,1463,True,1461,M365.activated_carbon,研究对象须匹配“活性炭制备与孔结构”对应对象，且满足所列任务；多任务冲突保留复核。,T0397|T0045|T0729|T0150|T0983|T0347|T0946|T0781,sample_object_task_supported,activated.carbon|活性炭,synthesis|prepar|activation|pore.structure|制备|活化|孔结构,supercapacitor|battery|超级电容|电池|CO2.capture|二氧化碳捕集,,,,自动规则接受；抽样诊断；非专家全量验收
M373.rare_earth,M373,铀钍及稀土分离提取,稀土元素提取分离,1335,True,1335,M373.rare_earth,研究对象须匹配“稀土元素提取分离”对应对象，且满足所列任务；多任务冲突保留复核。,T0344|T0448|T0261|T0880|T0956|T0892,sample_object_task_supported,rare.earth|稀土,extraction|separation|提取|分离,,,,,自动规则接受；抽样诊断；非专家全量验收
M373.uranium,M373,铀钍及稀土分离提取,铀钍提取与分离,1156,True,1155,M373.uranium,研究对象须匹配“铀钍提取与分离”对应对象，且满足所列任务；多任务冲突保留复核。,T0261,sample_object_task_supported,uranium|thorium|铀|钍,extraction|separation|adsorption|提取|分离|吸附,,,,,自动规则接受；抽样诊断；非专家全量验收
M374.multivalent,M374,多体系二次电池材料与电解液综述,镁铝钙多价离子电池,460,True,460,M374.multivalent,研究对象须匹配“镁铝钙多价离子电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0453|T0021|T0108,descriptor_retrieval_only_not_sample_approved,magnesium.ion.batter|aluminum.ion.batter|aluminium.ion.batter|calcium.ion.batter|镁离子电池|铝离子电池|钙离子电池,,,,,,自动规则接受；抽样诊断；非专家全量验收
M374.potassium,M374,多体系二次电池材料与电解液综述,钾离子电池,583,True,583,M374.potassium,研究对象须匹配“钾离子电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0223,sample_object_task_supported,potassium.ion.batter|钾离子电池,,,,,,自动规则接受；抽样诊断；非专家全量验收
M376.measurement,M376,太阳辐射测量估算与大气影响,太阳辐射测量与仪器,161,True,161,M376.measurement,研究对象须匹配“太阳辐射测量与仪器”对应对象，且满足所列任务；多任务冲突保留复核。,T0954,sample_object_task_supported,solar.irradian|solar.radiation|太阳辐射|太阳辐照,measurement|pyranometer|radiometer|测量|辐射表|辐射计,,,,,自动规则接受；抽样诊断；非专家全量验收
M379.module,M379,电池包与模组结构装置,电池模组与电池包装配结构,581,True,581,M379.module,研究对象须匹配“电池模组与电池包装配结构”对应对象，且满足所列任务；多任务冲突保留复核。,T0551|T0379|T0252|T0612|T0565|T0836|T0077|T0461|T0759|T0000,sample_object_task_supported,battery.module|battery.pack|电池模组|电池包,structure|assembly|housing|frame|结构|装配|壳体|框架,clamp|fixture|工装|夹具,,disassembl|拆解|拆卸,拆解任务不是电池包装配结构,自动规则接受；抽样诊断；非专家全量验收
M380.pmsm_control,M380,永磁同步电机设计与控制,永磁同步电机控制,4373,True,4368,M380.pmsm_control,研究对象须匹配“永磁同步电机控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0276|T0380|T0797|T0577|T0559|T0558|T0337,sample_object_task_supported,permanent.magnet.synchronous|\bPMSM\b|永磁同步,control|drive|控制|驱动,,,,,自动规则接受；抽样诊断；非专家全量验收
M381.air_cooling,M381,电气设备散热冷却结构,电气设备风冷散热,42,True,42,M381.air_cooling,研究对象须匹配“电气设备风冷散热”对应对象，且满足所列任务；多任务冲突保留复核。,T0381|T0615,sample_object_task_supported,electrical.equipment|power.electronic|motor|电气设备|电力电子|电机|配电柜,air.cooling|fan.cooling|风冷|风扇散热,,,,,自动规则接受；抽样诊断；非专家全量验收
M381.liquid_cooling,M381,电气设备散热冷却结构,电气设备液冷散热,18,True,18,M381.liquid_cooling,研究对象须匹配“电气设备液冷散热”对应对象，且满足所列任务；多任务冲突保留复核。,T0476|T0381|T0994,descriptor_retrieval_only_not_sample_approved,electrical.equipment|power.electronic|motor|电气设备|电力电子|电机,liquid.cooling|液冷,battery|电池,,,,自动规则接受；抽样诊断；非专家全量验收
M385.boiler,M385,锅炉蒸汽系统与汽轮机运行,电站锅炉运行与燃烧,84,True,84,M385.boiler,研究对象须匹配“电站锅炉运行与燃烧”对应对象，且满足所列任务；多任务冲突保留复核。,T0726|T0330|T0597,descriptor_retrieval_only_not_sample_approved,power.plant.boiler|utility.boiler|电站锅炉,operation|combustion|运行|燃烧,,,,,自动规则接受；抽样诊断；非专家全量验收
M385.steam_turbine,M385,锅炉蒸汽系统与汽轮机运行,汽轮机运行与热力性能,318,True,318,M385.steam_turbine,研究对象须匹配“汽轮机运行与热力性能”对应对象，且满足所列任务；多任务冲突保留复核。,T0462|T0385,sample_object_task_supported,steam.turbine|汽轮机,operation|performance|运行|性能,,,,,自动规则接受；抽样诊断；非专家全量验收
M386.gas_network,M386,天然气管网供给与市场治理,天然气管网优化运行,121,True,121,M386.gas_network,研究对象须匹配“天然气管网优化运行”对应对象，且满足所列任务；多任务冲突保留复核。,T0299|T0165|T0386,descriptor_retrieval_only_not_sample_approved,natural.gas.network|gas.pipeline|天然气管网|输气管道,optimization|operation|优化|运行,,,leakage|leak.locat|fault.detect|corrosion|泄漏|检漏|腐蚀|故障检测,管网检测算法的优化不是管网运行优化,自动规则接受；抽样诊断；非专家全量验收
M389.rail,M389,交通运输车辆与燃料效率,轨道交通能耗与牵引优化,14,True,14,M389.rail,研究对象须匹配“轨道交通能耗与牵引优化”对应对象，且满足所列任务；多任务冲突保留复核。,T0468|T0602|T0771|T0900,sample_object_task_supported,railway|rail.transit|铁路|轨道交通,energy.consumption|traction|能耗|牵引,,,,,自动规则接受；抽样诊断；非专家全量验收
M389.shipping,M389,交通运输车辆与燃料效率,船舶燃料与能效,159,True,159,M389.shipping,研究对象须匹配“船舶燃料与能效”对应对象，且满足所列任务；多任务冲突保留复核。,T0765|T0190,sample_object_task_supported,ship|maritime|船舶|航运,fuel|energy.efficiency|燃料|能效,,\bships?\b|\bshipping\b|\bmaritime\b|船舶|航运,,shipping必须是船舶词，不能命中relationship等词内片段,自动规则接受；抽样诊断；非专家全量验收
M390.cable_support,M390,电缆桥架支撑与线束安装,电缆桥架与线束支撑,763,True,763,M390.cable_support,研究对象须匹配“电缆桥架与线束支撑”对应对象，且满足所列任务；多任务冲突保留复核。,T0583|T0277|T0231|T0611|T0604|T0024|T0795|T0110|T0098|T0450,sample_object_task_supported,cable|wiring.harness|电缆|线束,tray|support|fasten|桥架|支撑|固定,,,cableway|suspension.bridge|索道|缆道|斜拉桥,机械钢索支撑不是电缆桥架或线束,自动规则接受；抽样诊断；非专家全量验收
M391.irradiation,M391,辐照材料损伤与稳定性,核结构材料辐照损伤,155,True,155,M391.irradiation,研究对象须匹配“核结构材料辐照损伤”对应对象，且满足所列任务；多任务冲突保留复核。,T0965|T0391|T0290,descriptor_retrieval_only_not_sample_approved,steel|tungsten|structural.material|钢|钨|结构材料,irradiation.damage|radiation.damage|辐照损伤,,,,,自动规则接受；抽样诊断；非专家全量验收
M397.hydropower_dispatch,M397,水力发电与水轮机系统,水电站运行调度,451,True,451,M397.hydropower_dispatch,研究对象须匹配“水电站运行调度”对应对象，且满足所列任务；多任务冲突保留复核。,T0904|T0887|T0082|T0497|T0905|T0364|T0309|T0157,sample_object_task_supported,hydropower|hydroelectric|水电站|水力发电,dispatch|scheduling|operation|调度|运行,,dispatch|schedul|调度,,一般设备运行维护不是水电调度,自动规则接受；抽样诊断；非专家全量验收
M397.turbines,M397,水力发电与水轮机系统,水轮机性能与设计,475,True,475,M397.turbines,研究对象须匹配“水轮机性能与设计”对应对象，且满足所列任务；多任务冲突保留复核。,T0120|T0596|T0878|T0633|T0111|T0809|T0925|T0921,sample_object_task_supported,hydraulic.turbine|hydro.turbine|water.turbine|水轮机,performance|design|性能|设计,,,,,自动规则接受；抽样诊断；非专家全量验收
M400.load,M400,电力负荷需求与电价预测,电力负荷预测,2962,True,2957,M400.load,研究对象须匹配“电力负荷预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0816|T0738|T0953|T0722,sample_object_task_supported,"electric.{0,8}load|power.load|electricity.demand|电力负荷|用电负荷|电力需求",forecast|predict|预测,electricity.price|电价,,,,自动规则接受；抽样诊断；非专家全量验收
M400.price,M400,电力负荷需求与电价预测,电价预测,1040,True,1036,M400.price,研究对象须匹配“电价预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0816|T0135,sample_object_task_supported,electricity.price|power.price|电价,forecast|predict|预测,,,,,自动规则接受；抽样诊断；非专家全量验收
M421.layered,M421,二次电池正极活性材料,层状及富镍锂电正极材料,3603,True,3603,M421.layered,研究对象须匹配“层状及富镍锂电正极材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0174|T0447|T0659|T0442|T0951|T0631|T0976|T0257|T0868|T0979,sample_object_task_supported,nickel.rich|Ni.rich|layered.oxide|NCM|NMC|富镍|高镍|层状氧化物,cathod|positive.electrode|正极,sodium|钠,,,,自动规则接受；抽样诊断；非专家全量验收
M421.lfp,M421,二次电池正极活性材料,锂电磷酸盐正极材料,2235,True,2234,M421.lfp,研究对象须匹配“锂电磷酸盐正极材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0318|T0174|T0734|T0029|T0687|T0943|T0345|T0440,sample_object_task_supported,lithium.iron.phosphate|LiFePO4|LiMnPO4|磷酸铁锂|磷酸锰铁锂,cathod|positive.electrode|正极|batter|电池,,,,,自动规则接受；抽样诊断；非专家全量验收
M430.diesel,M430,柴油机及多燃料内燃机性能,柴油机燃烧与排放,593,True,586,M430.diesel,研究对象须匹配“柴油机燃烧与排放”对应对象，且满足所列任务；多任务冲突保留复核。,T0430|T0783,sample_object_task_supported,diesel.engine|柴油机,combustion|emission|燃烧|排放,,,,,自动规则接受；抽样诊断；非专家全量验收
M430.dual_fuel,M430,柴油机及多燃料内燃机性能,双燃料发动机,105,True,105,M430.dual_fuel,研究对象须匹配“双燃料发动机”对应对象，且满足所列任务；多任务冲突保留复核。,T0430|T0462|T0103,descriptor_retrieval_only_not_sample_approved,dual.fuel.engine|双燃料发动机,,,,,,自动规则接受；抽样诊断；非专家全量验收
M431.planning,M431,配电网规划运行与配置方法,配电网规划与容量配置,1751,True,1751,M431.planning,研究对象须匹配“配电网规划与容量配置”对应对象，且满足所列任务；多任务冲突保留复核。,T0961|T0055|T0191|T0163|T0545|T0834|T0664|T0248|T0175|T0862,sample_object_task_supported,distribution.network|distribution.system|配电网,planning|capacity.allocation|规划|容量配置,,,,,自动规则接受；抽样诊断；非专家全量验收
M432.adaptation,M432,气候变化适应与社会经济政策,气候变化适应与风险,1074,True,1074,M432.adaptation,研究对象须匹配“气候变化适应与风险”对应对象，且满足所列任务；多任务冲突保留复核。,T0594,sample_object_task_supported,climate.change|气候变化,adaptation|vulnerability|climate.risk|适应|脆弱性|气候风险,,,,,自动规则接受；抽样诊断；非专家全量验收
M432.mitigation,M432,气候变化适应与社会经济政策,气候变化减缓政策,1129,True,1127,M432.mitigation,研究对象须匹配“气候变化减缓政策”对应对象，且满足所列任务；多任务冲突保留复核。,T0594|T0219|T0490,sample_object_task_supported,climate.change|climate.policy|气候变化|气候政策,mitigation|减缓|减排,adaptation|适应,,,,自动规则接受；抽样诊断；非专家全量验收
M434.pv_cleaning,M434,巡检机器人与自主移动装置,光伏清扫机器人,204,True,204,M434.pv_cleaning,研究对象须匹配“光伏清扫机器人”对应对象，且满足所列任务；多任务冲突保留复核。,T0668|T0744|T0418,descriptor_retrieval_only_not_sample_approved,robot|机器人,photovoltaic|solar.panel|光伏|太阳能板,inspection|巡检,,,,自动规则接受；抽样诊断；非专家全量验收
M434.substation_robot,M434,巡检机器人与自主移动装置,变电站巡检机器人,133,True,131,M434.substation_robot,研究对象须匹配“变电站巡检机器人”对应对象，且满足所列任务；多任务冲突保留复核。,T0668|T0744|T0763,sample_object_task_supported,robot|机器人,substation|变电站,,,,,自动规则接受；抽样诊断；非专家全量验收
M435.pvt,M435,太阳能光热及光伏光热系统,光伏光热联合系统,3173,True,3172,M435.pvt,研究对象须匹配“光伏光热联合系统”对应对象，且满足所列任务；多任务冲突保留复核。,T0034,sample_object_task_supported,photovoltaic.thermal|photovoltaic/thermal|光伏光热|PV/T,,,,,,自动规则接受；抽样诊断；非专家全量验收
M439.ewaste,M439,固废电子废物回收与处置,电子废物回收,545,True,545,M439.ewaste,研究对象须匹配“电子废物回收”对应对象，且满足所列任务；多任务冲突保留复核。,T0541|T0752|T0042|T0984,sample_object_task_supported,electronic.waste|e.waste|电子废物|电子垃圾,recycl|recover|回收,,\belectronic.waste\b|\be.waste\b|\bWEEE\b|电子废物|电子垃圾,,电子废物须有完整对象，不能命中temperature waste等词尾,自动规则接受；抽样诊断；非专家全量验收
M439.plastic,M439,固废电子废物回收与处置,废塑料回收与转化,895,True,895,M439.plastic,研究对象须匹配“废塑料回收与转化”对应对象，且满足所列任务；多任务冲突保留复核。,T0245,sample_object_task_supported,waste.plastic|plastic.waste|废塑料,recycl|pyroly|conversion|回收|热解|转化,,,,,自动规则接受；抽样诊断；非专家全量验收
M444.wind_condition,M444,风电功率预测与状态监测混合,风机状态监测与预测性维护,559,True,558,M444.wind_condition,研究对象须匹配“风机状态监测与预测性维护”对应对象，且满足所列任务；多任务冲突保留复核。,T0444|T0527,sample_object_task_supported,wind.turbine|wind.farm|wind.power|wind.energy|风电|风力机|风力发电,condition.monitor|predictive.maintenance|fault.diagnos|状态监测|预测性维护|故障诊断,,,,,自动规则接受；抽样诊断；非专家全量验收
M447.anode,M447,钠离子电池电极材料,钠离子电池负极材料,5474,True,5474,M447.anode,研究对象须匹配“钠离子电池负极材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0453|T0374|T0063|T0591|T0414|T0924|T0828|T0983|T0029|T0943,sample_object_task_supported,sodium.ion|sodium.metal|na.ion|钠离子|钠电池,anod|负极,"cathod.{0,20}anod|正负极",,,,自动规则接受；抽样诊断；非专家全量验收
M447.cathode,M447,钠离子电池电极材料,钠离子电池正极材料,4959,True,4954,M447.cathode,研究对象须匹配“钠离子电池正极材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0453|T0021|T0374|T0063|T0591|T0447|T0249|T0442|T0983|T0990,sample_object_task_supported,sodium.ion|sodium.metal|na.ion|钠离子|钠电池,cathod|positive.electrode|正极,"cathod.{0,20}anod|正负极",,,,自动规则接受；抽样诊断；非专家全量验收
M455.hvac,M455,建筑能效与居民供热用能,建筑暖通空调能耗,282,True,281,M455.hvac,研究对象须匹配“建筑暖通空调能耗”对应对象，且满足所列任务；多任务冲突保留复核。,T0331|T0538|T0155,sample_object_task_supported,building|建筑,HVAC|heating.ventilation|暖通空调|空调能耗,,,,,自动规则接受；抽样诊断；非专家全量验收
M455.retrofit,M455,建筑能效与居民供热用能,建筑节能改造,9,True,9,M455.retrofit,研究对象须匹配“建筑节能改造”对应对象，且满足所列任务；多任务冲突保留复核。,T0413,sample_object_task_supported,building|建筑,energy.retrofit|energy.renovation|节能改造,,,,,自动规则接受；抽样诊断；非专家全量验收
M457.astrophysics,M457,雷电电磁场与天体物理混合,天体等离子体与磁重联,163,True,163,M457.astrophysics,研究对象须匹配“天体等离子体与磁重联”对应对象，且满足所列任务；多任务冲突保留复核。,T0457|T0564,sample_object_task_supported,astrophysic|solar.wind|magnetosphere|天体|太阳风|磁层,plasma|reconnection|等离子体|磁重联,,,,,自动规则接受；抽样诊断；非专家全量验收
M459.risk_warning,M459,电力安全风险与故障预警系统,电力设备风险预警,6,True,6,M459.risk_warning,研究对象须匹配“电力设备风险预警”对应对象，且满足所列任务；多任务冲突保留复核。,T0896|T0129|T0902|T0175|T0358,sample_object_task_supported,电力|电网|power.system,risk.warning|risk.assessment|风险预警|风险评估,,power.equipment|electrical.equipment|transformer|switchgear|circuit.breaker|power.line|电力设备|电气设备|配电设备|输电设备|变压器|开关柜|输电线路,,须明确被评估电力设备；专利的“方法系统设备介质”尾缀不构成设备对象,自动规则接受；抽样诊断；非专家全量验收
M460.irrigation,M460,水资源调度灌溉与水能利用,灌溉水资源优化调度,58,True,58,M460.irrigation,研究对象须匹配“灌溉水资源优化调度”对应对象，且满足所列任务；多任务冲突保留复核。,T0460|T0905,keyword_candidate_only,irrigation|灌溉,water.resource|scheduling|optimization|水资源|调度|优化,,,,,自动规则接受；抽样诊断；非专家全量验收
M462.hydraulic_pump,M462,液压泵阀与流体传动,液压泵性能与控制,22,True,22,M462.hydraulic_pump,研究对象须匹配“液压泵性能与控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0111,sample_object_task_supported,hydraulic.pump|液压泵,performance|control|性能|控制,,,,,自动规则接受；抽样诊断；非专家全量验收
M462.hydraulic_valve,M462,液压泵阀与流体传动,液压阀设计与控制,17,True,17,M462.hydraulic_valve,研究对象须匹配“液压阀设计与控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0809|T0271|T0637,descriptor_retrieval_only_not_sample_approved,hydraulic.valve|液压阀,design|control|设计|控制,,,,,自动规则接受；抽样诊断；非专家全量验收
M463.transient,M463,电力系统暂态电压与稳定性分析,电力系统暂态稳定,1165,True,1165,M463.transient,研究对象须匹配“电力系统暂态稳定”对应对象，且满足所列任务；多任务冲突保留复核。,T0663|T0523|T0278|T0916|T0861,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",transient.stability|暂态稳定,,,,,自动规则接受；抽样诊断；非专家全量验收
M463.voltage,M463,电力系统暂态电压与稳定性分析,电力系统电压稳定,930,True,930,M463.voltage,研究对象须匹配“电力系统电压稳定”对应对象，且满足所列任务；多任务冲突保留复核。,T0398|T0663|T0523|T0830|T0533,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",voltage.stability|voltage.collapse|电压稳定|电压崩溃,,,,,自动规则接受；抽样诊断；非专家全量验收
M467.wood_processing,M467,木材加工与木质资源利用,木材加工与干燥,326,True,326,M467.wood_processing,研究对象须匹配“木材加工与干燥”对应对象，且满足所列任务；多任务冲突保留复核。,T0467|T0993|T0328,descriptor_retrieval_only_not_sample_approved,wood|timber|木材,processing|drying|加工|干燥,,,insurance|contractual.price|timber.price|保险|合同价格|木材价格,木材加工产业的经济研究不是加工工艺,自动规则接受；抽样诊断；非专家全量验收
M468.adsorption,M468,污染物吸附氧化与分离,水污染物吸附去除,1391,True,1390,M468.adsorption,研究对象须匹配“水污染物吸附去除”对应对象，且满足所列任务；多任务冲突保留复核。,T0566|T0521|T0584|T0946|T0522,sample_object_task_supported,wastewater|water.pollut|aqueous.solution|废水|水污染|水溶液,adsorp|吸附,photocatal|光催化,,,,自动规则接受；抽样诊断；非专家全量验收
M468.electro_oxidation,M468,污染物吸附氧化与分离,水污染物电化学氧化,179,True,179,M468.electro_oxidation,研究对象须匹配“水污染物电化学氧化”对应对象，且满足所列任务；多任务冲突保留复核。,T0042,sample_object_task_supported,wastewater|water.pollut|废水|水污染,electrochemical.oxid|electro.oxid|电化学氧化|电氧化,,,,,自动规则接受；抽样诊断；非专家全量验收
M470.state_estimation,M470,电网状态估计相量测量与系统分析,电网状态估计与相量测量,697,True,695,M470.state_estimation,研究对象须匹配“电网状态估计与相量测量”对应对象，且满足所列任务；多任务冲突保留复核。,T0663|T0861|T0871,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",state.estimation|phasor.measurement|状态估计|相量测量,,,,,自动规则接受；抽样诊断；非专家全量验收
M474.n2_reduction,M474,电催化制氨与氮循环反应,氮气电还原制氨,714,True,714,M474.n2_reduction,研究对象须匹配“氮气电还原制氨”对应对象，且满足所列任务；多任务冲突保留复核。,T0474|T0228,sample_object_task_supported,nitrogen.reduction|N2.reduction|氮气还原,electrocatal|electrochemical|电催化|电化学,,,,,自动规则接受；抽样诊断；非专家全量验收
M474.nitrate_reduction,M474,电催化制氨与氮循环反应,硝酸盐电还原制氨,695,True,695,M474.nitrate_reduction,研究对象须匹配“硝酸盐电还原制氨”对应对象，且满足所列任务；多任务冲突保留复核。,T0474|T0228,sample_object_task_supported,nitrate.reduction|硝酸盐还原,ammonia|氨,,,,,自动规则接受；抽样诊断；非专家全量验收
M477.latent,M477,潜热及热化学储热系统,潜热储热系统,5237,True,5235,M477.latent,研究对象须匹配“潜热储热系统”对应对象，且满足所列任务；多任务冲突保留复核。,T0050|T0477|T0435|T0116|T0254|T0267|T0333|T0371,sample_object_task_supported,thermal.energy.storage|heat.storage|储热,latent.heat|phase.change|潜热|相变,,,,,自动规则接受；抽样诊断；非专家全量验收
M477.thermochemical,M477,潜热及热化学储热系统,热化学储热系统,695,True,695,M477.thermochemical,研究对象须匹配“热化学储热系统”对应对象，且满足所列任务；多任务冲突保留复核。,T0979|T0050|T0267,descriptor_retrieval_only_not_sample_approved,thermochemical.heat.storage|thermochemical.energy.storage|热化学储热,,,,,,自动规则接受；抽样诊断；非专家全量验收
M478.pfc,M478,功率因数校正与变流器电流控制,功率因数校正电路与控制,3022,True,3019,M478.pfc,研究对象须匹配“功率因数校正电路与控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0478|T0012|T0938|T0945|T0664|T0589|T0184|T0312,sample_object_task_supported,power.factor.correction|功率因数校正|\bPFC\b,,,,,,自动规则接受；抽样诊断；非专家全量验收
M481.intrusion,M481,网络攻击检测与信息安全,网络入侵检测,1750,True,1739,M481.intrusion,研究对象须匹配“网络入侵检测”对应对象，且满足所列任务；多任务冲突保留复核。,T0129|T0728,sample_object_task_supported,network.intrusion|intrusion.detection|网络入侵|入侵检测,,,,,,自动规则接受；抽样诊断；非专家全量验收
M483.integration,M483,电力储能系统集成与运行装置,储能系统集成与安全装置,107,True,107,M483.integration,研究对象须匹配“储能系统集成与安全装置”对应对象，且满足所列任务；多任务冲突保留复核。,T0483|T0533|T0300|T0961|T0760|T0900|T0962|T0194|T0684|T0923,sample_object_task_supported,energy.storage.system|energy.storage.cabinet|储能系统|储能柜,integrat|fire.protect|safety|集成|消防|安全,,system.integrat|integrated.design|hybrid.energy.storage|energy.storage.cabinet|battery.system.integrat|储能系统集成|储能柜|集成装置|集成系统|消防|\bsafety\b|fire.prot,,储能参与市场或可再生能源接入不能仅凭integration认作储能设备集成,自动规则接受；抽样诊断；非专家全量验收
M492.winding,M492,电机绕组线圈与电磁部件,电机绕组与线圈制造,17,True,17,M492.winding,研究对象须匹配“电机绕组与线圈制造”对应对象，且满足所列任务；多任务冲突保留复核。,T0246|T0141|T0770|T0390|T0396|T0577|T0559|T0475|T0848|T0492,sample_object_task_supported,motor|电机,winding|coil|绕组|线圈,,manufactur|fabricat|winding.machine|coil.winding|winding.design|绕线|绕组制造|绕组设计|线圈制造|线圈加工,,仅使用电机绕组不是绕组制造研究,自动规则接受；抽样诊断；非专家全量验收
