raw_cluster1000,raw_topic_id,raw_automatic_label,final_topic_index,final_topic_id,final_topic_label,semantic_merge_applied,merge_decision_id,final_label_status,raw_documents,raw_papers,raw_patents,raw_policies
755,T0755,755_wireless power_wpt_power transfer_wireless,750,S0755,755_wireless power_wpt_power transfer_wireless,False,,完成清单初筛；保留原类及自动标签,7641,7620,21,0
756,T0756,756_新能源 汽车_汽车产业_汽车_新能源 汽车产业,751,S0756,756_新能源 汽车_汽车产业_汽车_新能源 汽车产业,False,,完成清单初筛；保留原类及自动标签,166,101,0,65
757,T0757,757_photocatalysts_photocatalysis_photoredox_photocatalyst,752,S0757,757_photocatalysts_photocatalysis_photoredox_photocatalyst,False,,完成清单初筛；保留原类及自动标签,10208,10207,1,0
758,T0758,758_节能 审查_审查_节能_投资 项目,753,S0758,758_节能 审查_审查_节能_投资 项目,False,,完成清单初筛；保留原类及自动标签,392,117,1,274
759,T0759,759_盖板_顶盖_塑胶_圆柱,754,S0759,759_盖板_顶盖_塑胶_圆柱,False,,已抽样复核；保留原类；名称仍为自动标签,1546,12,1534,0
760,T0760,760_flywheel_均衡_flywheel energy_飞行器,755,S0760,760_flywheel_均衡_flywheel energy_飞行器,False,,完成清单初筛；保留原类及自动标签,1237,648,589,0
761,T0761,761_gdc_sdc_ce0_sofcs,756,S0761,761_gdc_sdc_ce0_sofcs,False,,完成清单初筛；保留原类及自动标签,5061,5042,19,0
762,T0762,762_sofc_fuel cell_stack_pem fuel,757,S0762,762_sofc_fuel cell_stack_pem fuel,False,,已抽样复核；保留原类；名称仍为自动标签,4781,4770,11,0
763,T0763,763_充电_充电站_车辆_车辆 充电,758,S0763,763_充电_充电站_车辆_车辆 充电,False,,完成清单初筛；保留原类及自动标签,1563,147,1416,0
764,T0764,764_grounding_grounding grid_grounding resistance_earthing,759,S0764,764_grounding_grounding grid_grounding resistance_earthing,False,,完成清单初筛；保留原类及自动标签,3728,3719,9,0
765,T0765,765_hydrogen fuel_refueling_hydrogen refueling_hydrogen powered,760,S0765,765_hydrogen fuel_refueling_hydrogen refueling_hydrogen powered,False,,完成清单初筛；保留原类及自动标签,4639,4610,29,0
766,T0766,766_wind energy_wind turbine_speed wind_wind power,761,S0766,766_wind energy_wind turbine_speed wind_wind power,False,,完成清单初筛；保留原类及自动标签,6208,6201,7,0
767,T0767,767_real options_investment_real option_firm,762,S0767,767_real options_investment_real option_firm,False,,完成清单初筛；保留原类及自动标签,7602,7599,3,0
768,T0768,768_photocatalytic activity_tio2_doped tio2_tio2 nanotube,763,S0768,768_photocatalytic activity_tio2_doped tio2_tio2 nanotube,False,,已抽样复核；保留原类；名称仍为自动标签,18016,18016,0,0
769,T0769,769_automotive_autonomous driving_ecu_driver,764,S0769,769_automotive_autonomous driving_ecu_driver,False,,完成清单初筛；保留原类及自动标签,5521,5333,187,1
770,T0770,770_导电_定子_半导体器件_绕组,765,S0770,770_导电_定子_半导体器件_绕组,False,,完成清单初筛；保留原类及自动标签,1534,7,1527,0
771,T0771,771_transmission network_congestion_transmission expansion_expansion planning,766,S0771,771_transmission network_congestion_transmission expansion_expansion planning,False,,完成清单初筛；保留原类及自动标签,5022,5013,8,1
772,T0772,772_anaerobic_digestion_anaerobic digestion_cod,767,S0772,772_anaerobic_digestion_anaerobic digestion_cod,False,,已抽样复核；保留原类；名称仍为自动标签,8882,8844,38,0
773,T0773,773_supercapacitors_supercapacitor_specific capacitance_capacitance,768,S0773,773_supercapacitors_supercapacitor_specific capacitance_capacitance,False,,已抽样复核；保留原类；名称仍为自动标签,6494,6483,11,0
774,T0774,774_瓶装 液化_液化 石油气_石油气_瓶装,769,S0774,774_瓶装 液化_液化 石油气_石油气_瓶装,False,,完成清单初筛；保留原类及自动标签,145,28,0,117
775,T0775,775_地热能_地热能 开发利用_建筑节能_民用 建筑节能,770,S0775,775_地热能_地热能 开发利用_建筑节能_民用 建筑节能,False,,完成清单初筛；保留原类及自动标签,305,138,1,166
776,T0776,776_正极_正极 活性_活性_活性 材料,771,S0776,776_正极_正极 活性_活性_活性 材料,False,,已抽样复核；保留原类；名称仍为自动标签,1707,100,1607,0
777,T0777,777_microstrip_fdtd_interconnects_peec,772,S0777,777_microstrip_fdtd_interconnects_peec,False,,完成清单初筛；保留原类及自动标签,6204,6177,27,0
778,T0778,778_故障_故障 检测_故障 定位_线路,773,S0778,778_故障_故障 检测_故障 定位_线路,False,,完成清单初筛；保留原类及自动标签,1749,508,1241,0
779,T0779,779_emc_ugc_dell emc_journal,774,S0779,779_emc_ugc_dell emc_journal,False,,完成清单初筛；保留原类及自动标签,6007,6002,5,0
780,T0780,780_serum_rats_coq10_blood,775,S0780,780_serum_rats_coq10_blood,False,,完成清单初筛；保留原类及自动标签,3900,3894,6,0
781,T0781,781_lignocellulosic_lignocellulosic biomass_biochar_fermentation,776,S0781,781_lignocellulosic_lignocellulosic biomass_biochar_fermentation,False,,完成清单初筛；保留原类及自动标签,7309,7298,11,0
782,T0782,782_lithium metal_metal batteries_solid electrolyte_sei,777,S0782,782_lithium metal_metal batteries_solid electrolyte_sei,False,,已抽样复核；保留原类；名称仍为自动标签,10806,10799,7,0
783,T0783,783_biodiesel_diesel_diesel fuel_blends,778,S0783,783_biodiesel_diesel_diesel fuel_blends,False,,完成清单初筛；保留原类及自动标签,4817,4805,12,0
784,T0784,784_ofets_organic field_field effect_pentacene,779,S0784,784_ofets_organic field_field effect_pentacene,False,,已抽样复核；保留原类；名称仍为自动标签,4370,4367,3,0
785,T0785,785_anaerobic digestion_digestion_anaerobic_food waste,780,S0785,785_anaerobic digestion_digestion_anaerobic_food waste,False,,已抽样复核；保留原类；名称仍为自动标签,9220,9215,5,0
786,T0786,786_现场 查验_煤矿_查验_甲烷 传感器,781,S0786,786_现场 查验_煤矿_查验_甲烷 传感器,False,,完成清单初筛；保留原类及自动标签,273,68,0,205
787,T0787,787_pscs_perovskite solar_htms_cells pscs,782,S0787,787_pscs_perovskite solar_htms_cells pscs,False,,已抽样复核；保留原类；名称仍为自动标签,6759,6758,1,0
788,T0788,788_石墨_浆料_烧结_人造 石墨,783,S0788,788_石墨_浆料_烧结_人造 石墨,False,,完成清单初筛；保留原类及自动标签,1399,613,786,0
789,T0789,789_mppt_power point_point tracking_maximum power,784,S0789,789_mppt_power point_point tracking_maximum power,False,,完成清单初筛；保留原类及自动标签,6975,6962,13,0
790,T0790,790_oxygen permeation_oxygen separation_permeation_oxygen transport,785,S0790,790_oxygen permeation_oxygen separation_permeation_oxygen transport,False,,完成清单初筛；保留原类及自动标签,2371,2358,13,0
791,T0791,791_microgrid_microgrids_islanded_micro grid,786,S0791,791_microgrid_microgrids_islanded_micro grid,False,,已抽样复核；保留原类；名称仍为自动标签,7495,7271,224,0
792,T0792,792_thermal resistance_thermal conductivity_heat conduction_effective thermal,787,S0792,792_thermal resistance_thermal conductivity_heat conduction_effective thermal,False,,完成清单初筛；保留原类及自动标签,5710,5696,14,0
793,T0793,793_lithium extraction_lithium mining_brines_spodumene,788,S0793,793_lithium extraction_lithium mining_brines_spodumene,False,,完成清单初筛；保留原类及自动标签,1610,1610,0,0
794,T0794,794_超级 电容器_超级_电容器_电容器 及其,789,S0794,794_超级 电容器_超级_电容器_电容器 及其,False,,完成清单初筛；保留原类及自动标签,500,103,397,0
795,T0795,795_转动_支撑_螺纹_滑动,790,S0795,795_转动_支撑_螺纹_滑动,False,,完成清单初筛；保留原类及自动标签,2654,136,2518,0
796,T0796,796_co2rr_co2 reduction_rr_formate,791,S0796,796_co2rr_co2 reduction_rr_formate,False,,已抽样复核；保留原类；名称仍为自动标签,6814,6810,4,0
797,T0797,797_观测器_同步电机_永磁 同步电机_永磁,792,S0797,797_观测器_同步电机_永磁 同步电机_永磁,False,,完成清单初筛；保留原类及自动标签,1801,777,1024,0
798,T0798,798_exciton_excitons_excitonic_phonon,793,S0798,798_exciton_excitons_excitonic_phonon,False,,完成清单初筛；保留原类及自动标签,8132,8131,1,0
799,T0799,799_激光_滤波器_滤波_激光器,794,S0799,799_激光_滤波器_滤波_激光器,False,,完成清单初筛；保留原类及自动标签,1129,534,595,0
800,T0800,800_电动 车辆_车辆_车辆 充电_充电,795,S0800,800_电动 车辆_车辆_车辆 充电_充电,False,,完成清单初筛；保留原类及自动标签,980,55,925,0
801,T0801,801_antibiotics_antibiotic_tetracycline_peroxymonosulfate,796,S0801,801_antibiotics_antibiotic_tetracycline_peroxymonosulfate,False,,完成清单初筛；保留原类及自动标签,4991,4991,0,0
802,T0802,802_检测_采样_检测 电路_检测 模块,797,S0802,802_检测_采样_检测 电路_检测 模块,False,,已抽样复核；保留原类；名称仍为自动标签,786,123,663,0
803,T0803,803_dc 转换器_转换器_dc 变换器_变换器,798,S0803,803_dc 转换器_转换器_dc 变换器_变换器,False,,已抽样复核；保留原类；名称仍为自动标签,2010,730,1280,0
804,T0804,804_外部 电极_半导体_电极_电感器,799,S0804,804_外部 电极_半导体_电极_电感器,False,,完成清单初筛；保留原类及自动标签,1206,35,1171,0
805,T0805,805_biogas_biogas production_biomass gasification_biogas plant,800,S0805,805_biogas_biogas production_biomass gasification_biogas plant,False,,已抽样复核；保留原类；名称仍为自动标签,3796,3786,10,0
806,T0806,806_通信 管道_电力 管道_隧道_公路,801,S0806,806_通信 管道_电力 管道_隧道_公路,False,,完成清单初筛；保留原类及自动标签,1154,762,391,1
807,T0807,807_电力 安全_监督_齐全_监督 检查,802,S0807,807_电力 安全_监督_齐全_监督 检查,False,,完成清单初筛；保留原类及自动标签,373,230,1,142
808,T0808,808_功率 模块_端子_功率_连接器,803,S0808,808_功率 模块_端子_功率_连接器,False,,完成清单初筛；保留原类及自动标签,993,71,922,0
809,T0809,809_pompa_pump_pumps_centrifugal,804,S0809,809_pompa_pump_pumps_centrifugal,False,,完成清单初筛；保留原类及自动标签,6362,6323,39,0
810,T0810,810_paraffin_wax_paraffin wax_wood,805,S0810,810_paraffin_wax_paraffin wax_wood,False,,完成清单初筛；保留原类及自动标签,4425,4424,1,0
811,T0811,811_晶体管_端子_二极管_电路,806,S0811,811_晶体管_端子_二极管_电路,False,,完成清单初筛；保留原类及自动标签,1346,39,1307,0
812,T0812,812_thermoelectric generator_thermoelectric_thermoelectric generators_flexible thermoelectric,807,S0812,812_thermoelectric generator_thermoelectric_thermoelectric generators_flexible thermoelectric,False,,完成清单初筛；保留原类及自动标签,5248,5248,0,0
813,T0813,813_iot_energy meter_meter_home,808,S0813,813_iot_energy meter_meter_home,False,,完成清单初筛；保留原类及自动标签,5717,5561,156,0
814,T0814,814_虚拟 电厂_虚拟_virtual power_电厂,809,S0814,814_虚拟 电厂_虚拟_virtual power_电厂,False,,完成清单初筛；保留原类及自动标签,2165,1544,602,19
815,T0815,815_zinc ion_aqueous zinc_zinc air_zinc,810,S0815,815_zinc ion_aqueous zinc_zinc air_zinc,False,,完成清单初筛；保留原类及自动标签,9607,9574,33,0
816,T0816,816_electricity price_price forecasting_forecasting_electricity demand,811,S0816,816_electricity price_price forecasting_forecasting_electricity demand,False,,完成清单初筛；保留原类及自动标签,7392,7357,35,0
817,T0817,817_licoo2_o2 cathode_mn0_co0,812,S0817,817_licoo2_o2 cathode_mn0_co0,False,,完成清单初筛；保留原类及自动标签,5206,5202,4,0
818,T0818,818_coils_coil_tf_hts,813,S0818,818_coils_coil_tf_hts,False,,完成清单初筛；保留原类及自动标签,3557,3555,2,0
819,T0819,819_绿色_减排_园区_节能 环保,814,S0819,819_绿色_减排_园区_节能 环保,False,,完成清单初筛；保留原类及自动标签,594,389,3,202
820,T0820,820_groundwater_aquifer_lake_water harvesting,815,S0820,820_groundwater_aquifer_lake_water harvesting,False,,完成清单初筛；保留原类及自动标签,4813,4802,11,0
821,T0821,821_magnesium_mg_tfsi_tfsa,816,S0821,821_magnesium_mg_tfsi_tfsa,False,,完成清单初筛；保留原类及自动标签,4790,4762,28,0
822,T0822,822_thiophene_derivatives_oligomers_yl,817,S0822,822_thiophene_derivatives_oligomers_yl,False,,完成清单初筛；保留原类及自动标签,9001,8971,30,0
823,T0823,823_太阳能_电池板_太阳能 电池板_太阳能 光伏,818,S0823,823_太阳能_电池板_太阳能 电池板_太阳能 光伏,False,,完成清单初筛；保留原类及自动标签,1630,187,1443,0
824,T0824,824_二次 电池_二次_电极 组件_制造 二次,819,S0824,824_二次 电池_二次_电极 组件_制造 二次,False,,完成清单初筛；保留原类及自动标签,1686,14,1672,0
825,T0825,825_steels_steel_ferritic_stainless,820,S0825,825_steels_steel_ferritic_stainless,False,,完成清单初筛；保留原类及自动标签,6512,6480,32,0
826,T0826,826_co2 capture_co2 adsorption_co2 separation_capture,821,S0826,826_co2 capture_co2 adsorption_co2 separation_capture,False,,完成清单初筛；保留原类及自动标签,4361,4310,51,0
827,T0827,827_fenton_cod_textile_textile wastewater,822,S0827,827_fenton_cod_textile_textile wastewater,False,,完成清单初筛；保留原类及自动标签,3693,3689,4,0
828,T0828,828_anode material_anode materials_performance anode_performance lithium,823,S0828,828_anode material_anode materials_performance anode_performance lithium,False,,完成清单初筛；保留原类及自动标签,10728,10726,2,0
829,T0829,829_mof_evolution reaction_oer_mv,824,S0829,829_mof_evolution reaction_oer_mv,False,,完成清单初筛；保留原类及自动标签,6938,6893,45,0
830,T0830,830_upqc_vsc_dvr_hvdc,825,S0830,830_upqc_vsc_dvr_hvdc,False,,完成清单初筛；保留原类及自动标签,4816,4799,17,0
831,T0831,831_wave energy_energy converter_wec_energy converters,826,S0831,831_wave energy_energy converter_wec_energy converters,False,,完成清单初筛；保留原类及自动标签,5066,5016,50,0
832,T0832,832_graphene oxide_graphene_reduced graphene_doped graphene,827,S0832,832_graphene oxide_graphene_reduced graphene_doped graphene,False,,完成清单初筛；保留原类及自动标签,8330,8330,0,0
833,T0833,833_涡轮_涡轮 发动机_叶片_燃气 涡轮,828,S0833,833_涡轮_涡轮 发动机_叶片_燃气 涡轮,False,,已抽样复核；保留原类；名称仍为自动标签,870,121,749,0
834,T0834,834_distribution network_reconfiguration_distribution networks_network reconfiguration,829,S0834,834_distribution network_reconfiguration_distribution networks_network reconfiguration,False,,完成清单初筛；保留原类及自动标签,9431,9404,27,0
835,T0835,835_coatings_electroless_corrosion resistance_corrosion,830,S0835,835_coatings_electroless_corrosion resistance_corrosion,False,,完成清单初筛；保留原类及自动标签,5562,5497,65,0
836,T0836,836_密封_液冷_防水_箱体,831,S0836,836_密封_液冷_防水_箱体,False,,完成清单初筛；保留原类及自动标签,1478,32,1446,0
837,T0837,837_utility regulator_customer_discount_customers,832,S0837,837_utility regulator_customer_discount_customers,False,,完成清单初筛；保留原类及自动标签,4145,4139,5,1
838,T0838,838_superconductivity_superconductors_superconducting_superconductor,833,S0838,838_superconductivity_superconductors_superconducting_superconductor,False,,完成清单初筛；保留原类及自动标签,4652,4650,2,0
839,T0839,839_排放_排放 因子_足迹_排放量,834,S0839,839_排放_排放 因子_足迹_排放量,False,,完成清单初筛；保留原类及自动标签,1407,581,826,0
840,T0840,840_oils_heavy oil_crude_crude oil,835,S0840,840_oils_heavy oil_crude_crude oil,False,,完成清单初筛；保留原类及自动标签,5896,5860,36,0
841,T0841,841_routing_congestion_traffic_congestion management,836,S0841,841_routing_congestion_traffic_congestion management,False,,完成清单初筛；保留原类及自动标签,4056,3952,104,0
842,T0842,842_farmers_peasants_peasant_rural,837,S0842,842_farmers_peasants_peasant_rural,False,,完成清单初筛；保留原类及自动标签,6472,6472,0,0
843,T0843,843_organic solar_solar cell_junction solar_solar cells,838,S0843,843_organic solar_solar cell_junction solar_solar cells,False,,已抽样复核；保留原类；名称仍为自动标签,14855,14852,3,0
844,T0844,844_co2 capture_co2 adsorption_ceo2_efficient co2,839,S0844,844_co2 capture_co2 adsorption_ceo2_efficient co2,False,,完成清单初筛；保留原类及自动标签,4006,4001,5,0
845,T0845,845_zt_thermoelectric_thermoelectric performance_thermoelectric properties,840,S0845,845_zt_thermoelectric_thermoelectric performance_thermoelectric properties,False,,已抽样复核；保留原类；名称仍为自动标签,7796,7789,7,0
846,T0846,846_inflation_monetary_monetary policy_commodity,841,S0846,846_inflation_monetary_monetary policy_commodity,False,,完成清单初筛；保留原类及自动标签,7924,7924,0,0
847,T0847,847_congestion_demand response_congestion management_dr,842,S0847,847_congestion_demand response_congestion management_dr,False,,完成清单初筛；保留原类及自动标签,5420,5393,27,0
848,T0848,848_转子_磁体_永磁体_磁通,843,S0848,848_转子_磁体_永磁体_磁通,False,,已抽样复核；保留原类；名称仍为自动标签,1667,137,1530,0
849,T0849,849_methylene blue_methylene_dyes_blue dye,844,S0849,849_methylene blue_methylene_dyes_blue dye,False,,完成清单初筛；保留原类及自动标签,6077,6077,0,0
850,T0850,850_正极 活性_活性 材料_活性_正极,845,S0850,850_正极 活性_活性 材料_活性_正极,False,,已抽样复核；保留原类；名称仍为自动标签,1355,80,1275,0
851,T0851,851_heart_cardiac_heart failure_myocardial,846,S0851,851_heart_cardiac_heart failure_myocardial,False,,完成清单初筛；保留原类及自动标签,5970,5968,2,0
852,T0852,852_bidding_pricing_auction_nash,847,S0852,852_bidding_pricing_auction_nash,False,,完成清单初筛；保留原类及自动标签,6593,6590,3,0
853,T0853,853_microbial fuel_mfc_mfcs_microbial,848,S0853,853_microbial fuel_mfc_mfcs_microbial,False,,完成清单初筛；保留原类及自动标签,6748,6686,62,0
854,T0854,854_coal_coals_bituminous_bituminous coal,849,S0854,854_coal_coals_bituminous_bituminous coal,False,,完成清单初筛；保留原类及自动标签,4053,4048,5,0
855,T0855,855_platinum_pt/c_cathode catalyst_catalyst layer,850,S0855,855_platinum_pt/c_cathode catalyst_catalyst layer,False,,完成清单初筛；保留原类及自动标签,5882,5871,11,0
856,T0856,856_公报_北京市人民政府_北京市人民政府 公报_环保 能源,851,S0856,856_公报_北京市人民政府_北京市人民政府 公报_环保 能源,False,,完成清单初筛；保留原类及自动标签,167,29,1,137
857,T0857,857_ai_artificial intelligence_intelligence_intelligence ai,852,S0857,857_ai_artificial intelligence_intelligence_intelligence ai,False,,完成清单初筛；保留原类及自动标签,5219,5102,103,14
858,T0858,858_supercapacitors_supercapacitor_performance supercapacitors_supercapacitor electrodes,853,S0858,858_supercapacitors_supercapacitor_performance supercapacitors_supercapacitor electrodes,False,,已抽样复核；保留原类；名称仍为自动标签,7099,7095,4,0
859,T0859,859_ugc_journal_care_conference,854,S0859,859_ugc_journal_care_conference,False,,完成清单初筛；保留原类及自动标签,4099,4098,0,1
860,T0860,860_天然气_管网_管网 设施_油气 管网,855,S0860,860_天然气_管网_管网 设施_油气 管网,False,,完成清单初筛；保留原类及自动标签,703,593,1,109
861,T0861,861_search algorithm_optimal power_neural network_reinforcement learning,856,S0861,861_search algorithm_optimal power_neural network_reinforcement learning,False,,完成清单初筛；保留原类及自动标签,4538,4538,0,0
862,T0862,862_crop_agrivoltaic_planting_crops,857,S0862,862_crop_agrivoltaic_planting_crops,False,,完成清单初筛；保留原类及自动标签,4844,4751,93,0
863,T0863,863_water pumping_irrigation_pumping_pumping systems,858,S0863,863_water pumping_irrigation_pumping_pumping systems,False,,完成清单初筛；保留原类及自动标签,3350,3330,20,0
864,T0864,864_顶盖_盖板_顶盖 组件_通孔,859,S0864,864_顶盖_盖板_顶盖 组件_通孔,False,,已抽样复核；保留原类；名称仍为自动标签,1399,2,1397,0
865,T0865,865_theorem_symplectic_algebraic_polynomial,860,S0865,865_theorem_symplectic_algebraic_polynomial,False,,完成清单初筛；保留原类及自动标签,9830,9826,4,0
866,T0866,866_tio2_doped tio2_photocatalytic activity_tio,861,S0866,866_tio2_doped tio2_photocatalytic activity_tio,False,,已抽样复核；保留原类；名称仍为自动标签,17349,17349,0,0
867,T0867,867_消纳 责任_消纳_责任 权重_再生能源 电力,862,S0867,867_消纳 责任_消纳_责任 权重_再生能源 电力,False,,完成清单初筛；保留原类及自动标签,332,176,0,156
868,T0868,868_dislocation_dislocations_crack_fracture,863,S0868,868_dislocation_dislocations_crack_fracture,False,,完成清单初筛；保留原类及自动标签,6572,6561,11,0
869,T0869,869_nickel foam_nickel_electrochemical energy_nickel hydroxide,864,S0869,869_nickel foam_nickel_electrochemical energy_nickel hydroxide,False,,完成清单初筛；保留原类及自动标签,5038,5038,0,0
870,T0870,870_wobei_claim_deuxième_huile,865,S0870,870_wobei_claim_deuxième_huile,False,,完成清单初筛；保留原类及自动标签,943,64,879,0
871,T0871,871_无人机_巡检_基于 无人机_飞行,866,S0871,871_无人机_巡检_基于 无人机_飞行,False,,完成清单初筛；保留原类及自动标签,1120,469,651,0
872,T0872,872_wing_flapping_wings_parachute,867,S0872,872_wing_flapping_wings_parachute,False,,完成清单初筛；保留原类及自动标签,8396,8365,31,0
873,T0873,873_composites_fiber reinforced_reinforced_polymer composites,868,S0873,873_composites_fiber reinforced_reinforced_polymer composites,False,,完成清单初筛；保留原类及自动标签,5711,5697,14,0
874,T0874,874_ice_融冰_icing_除冰,869,S0874,874_ice_融冰_icing_除冰,False,,完成清单初筛；保留原类及自动标签,2475,2187,288,0
875,T0875,875_hydrogen storage_storage alloys_storage alloy_alloys,870,S0875,875_hydrogen storage_storage alloys_storage alloy_alloys,False,,完成清单初筛；保留原类及自动标签,6471,6467,4,0
876,T0876,876_散热_散热 结构_冷却_导热,379,S0381,电气设备散热与冷却结构,True,SYN005,经抽样语义复核合并；含边界噪声,1633,29,1604,0
877,T0877,877_turkey_foreign policy_turkish_russia,871,S0877,877_turkey_foreign policy_turkish_russia,False,,完成清单初筛；保留原类及自动标签,10626,10626,0,0
878,T0878,878_propeller_propellers_thrust_rotor,872,S0878,878_propeller_propellers_thrust_rotor,False,,完成清单初筛；保留原类及自动标签,6996,6989,7,0
879,T0879,879_charging stations_charging_vehicle charging_ev charging,873,S0879,879_charging stations_charging_vehicle charging_ev charging,False,,已抽样复核；保留原类；名称仍为自动标签,7228,7202,26,0
880,T0880,880_extraction_extractant_reactive extraction_liquid extraction,874,S0880,880_extraction_extractant_reactive extraction_liquid extraction,False,,已抽样复核；保留原类；名称仍为自动标签,6970,6968,2,0
881,T0881,881_vapor_flue gas_flue_vapor liquid,875,S0881,881_vapor_flue gas_flue_vapor liquid,False,,完成清单初筛；保留原类及自动标签,3933,3930,3,0
882,T0882,882_graph_clustering_imbalanced_imbalanced data,876,S0882,882_graph_clustering_imbalanced_imbalanced data,False,,完成清单初筛；保留原类及自动标签,7291,7290,1,0
883,T0883,883_power filter_shunt active_active power_apf,877,S0883,883_power filter_shunt active_active power_apf,False,,完成清单初筛；保留原类及自动标签,5153,5128,25,0
884,T0884,884_新能源 有限公司_分布式 光伏_光伏 竞价_竞价,878,S0884,884_新能源 有限公司_分布式 光伏_光伏 竞价_竞价,False,,完成清单初筛；保留原类及自动标签,177,64,1,112
885,T0885,885_sic_sic composites_sic/sic_si3n4,879,S0885,885_sic_sic composites_sic/sic_si3n4,False,,完成清单初筛；保留原类及自动标签,4274,4272,2,0
886,T0886,886_phosphor_phosphors_eu3_eu2,880,S0886,886_phosphor_phosphors_eu3_eu2,False,,已抽样复核；保留原类；名称仍为自动标签,6144,6144,0,0
887,T0887,887_hydropower_hydro_hydro power_hydroelectric,881,S0887,887_hydropower_hydro_hydro power_hydroelectric,False,,完成清单初筛；保留原类及自动标签,6084,6044,40,0
888,T0888,888_award_primary entry_journal_conference,882,S0888,888_award_primary entry_journal_conference,False,,完成清单初筛；保留原类及自动标签,6318,6318,0,0
889,T0889,889_zif_zsm_zro2_zro,883,S0889,889_zif_zsm_zro2_zro,False,,完成清单初筛；保留原类及自动标签,5269,5237,32,0
890,T0890,890_ventricular assist_ventricular_assist device_lvad,884,S0890,890_ventricular assist_ventricular_assist device_lvad,False,,完成清单初筛；保留原类及自动标签,3439,3429,10,0
891,T0891,891_bi2s3_bi_bi2te3_bi2se3,885,S0891,891_bi2s3_bi_bi2te3_bi2se3,False,,完成清单初筛；保留原类及自动标签,4193,4185,8,0
892,T0892,892_magnetic properties_magnetite_magnetite nanoparticles_magnets,886,S0892,892_magnetic properties_magnetite_magnetite nanoparticles_magnets,False,,完成清单初筛；保留原类及自动标签,9324,9315,9,0
893,T0893,893_soh_soc estimation_rul_soh estimation,887,S0893,893_soh_soc estimation_rul_soh estimation,False,,已抽样复核；保留原类；名称仍为自动标签,7155,7154,1,0
894,T0894,894_电路_控制电路_充电 电路_继电器,888,S0894,894_电路_控制电路_充电 电路_继电器,False,,已抽样复核；保留原类；名称仍为自动标签,1045,15,1030,0
895,T0895,895_sic_sic power_sic schottky_jbs,889,S0895,895_sic_sic power_sic schottky_jbs,False,,完成清单初筛；保留原类及自动标签,6150,6141,9,0
896,T0896,896_风险_气象_预警_灾害,890,S0896,896_风险_气象_预警_灾害,False,,完成清单初筛；保留原类及自动标签,1359,327,1032,0
897,T0897,897_wind power_wind farm_wind farms_farm,891,S0897,897_wind power_wind farm_wind farms_farm,False,,完成清单初筛；保留原类及自动标签,7946,7920,26,0
898,T0898,898_است_که_nie_در,892,S0898,898_است_که_nie_در,False,,完成清单初筛；保留原类及自动标签,5516,5476,40,0
899,T0899,899_jet_nozzle_jets_intake,893,S0899,899_jet_nozzle_jets_intake,False,,完成清单初筛；保留原类及自动标签,4079,4073,6,0
900,T0900,900_super capacitor_超级_超级 电容_supercapacitor,894,S0900,900_super capacitor_超级_超级 电容_supercapacitor,False,,已抽样复核；保留原类；名称仍为自动标签,2564,2446,118,0
901,T0901,901_sludge_sewage sludge_sewage_activated sludge,895,S0901,901_sludge_sewage sludge_sewage_activated sludge,False,,完成清单初筛；保留原类及自动标签,6234,6216,18,0
902,T0902,902_authentication_security_encryption_network security,896,S0902,902_authentication_security_encryption_network security,False,,完成清单初筛；保留原类及自动标签,6742,6554,188,0
903,T0903,903_fatigue_crack_fatigue life_wire rope,897,S0903,903_fatigue_crack_fatigue life_wire rope,False,,完成清单初筛；保留原类及自动标签,4998,4991,7,0
904,T0904,904_hydropower station_diversion_dam_hydropower,898,S0904,904_hydropower station_diversion_dam_hydropower,False,,完成清单初筛；保留原类及自动标签,4128,4105,21,2
905,T0905,905_水质_water distribution_水位_水电 机组,899,S0905,905_水质_water distribution_水位_水电 机组,False,,完成清单初筛；保留原类及自动标签,2311,1493,818,0
906,T0906,906_elastic_elastic constants_bulk modulus_elastic properties,900,S0906,906_elastic_elastic constants_bulk modulus_elastic properties,False,,完成清单初筛；保留原类及自动标签,6431,6430,1,0
907,T0907,907_engine_燃气轮机_automatic control_gas turbine,901,S0907,907_engine_燃气轮机_automatic control_gas turbine,False,,完成清单初筛；保留原类及自动标签,3216,2672,544,0
908,T0908,908_climate change_climate_paris_climate policy,902,S0908,908_climate change_climate_paris_climate policy,False,,完成清单初筛；保留原类及自动标签,11463,11463,0,0
909,T0909,909_dfig_pmsg_doubly fed_induction generator,903,S0909,909_dfig_pmsg_doubly fed_induction generator,False,,完成清单初筛；保留原类及自动标签,10733,10705,28,0
910,T0910,910_cdte_cds films_cds_cadmium,904,S0910,910_cdte_cds films_cds_cadmium,False,,完成清单初筛；保留原类及自动标签,5072,5070,2,0
911,T0911,911_ceramics_ceramic_陶瓷_sintering,905,S0911,911_ceramics_ceramic_陶瓷_sintering,False,,完成清单初筛；保留原类及自动标签,5988,5957,31,0
912,T0912,912_涂层_陶瓷_涂料_coatings,906,S0912,912_涂层_陶瓷_涂料_coatings,False,,完成清单初筛；保留原类及自动标签,2194,1683,511,0
913,T0913,913_chimney_solar chimney_chimney power_solar power,907,S0913,913_chimney_solar chimney_chimney power_solar power,False,,完成清单初筛；保留原类及自动标签,7777,7745,32,0
914,T0914,914_纤维_玻璃纤维_碳纤维_无纺布,908,S0914,914_纤维_玻璃纤维_碳纤维_无纺布,False,,完成清单初筛；保留原类及自动标签,1056,557,499,0
