merged_topic_id,name,domain,status,raw_clusters,raw_cluster_count,documents,papers,patents_2026,policies,review_note,merge_reason
M355,能源地缘政治与一般国际关系混合,能源政策与治理,混杂待重分,B355,1,15653,15653,0,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。初步随机题名包含非能源国际关系研究。,保留独立类群
M356,输配电线路视觉巡检与无人机检测,电网与电力系统,方向候选,B356,1,4083,1241,2842,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M357,机械摩擦传动与力学测量,制造与通用装置,宽泛待细分,B357,1,13083,13002,81,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M358,能源发展规划与综合指导政策,能源政策与治理,政策类群,B358,1,1457,1115,1,341,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M359,可再生能源发展与多技术评价,能源政策与治理,宽泛待细分,B359,1,19173,19137,7,29,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M360,染料敏化太阳能电池材料与器件,太阳能,方向候选,"B360,B384",2,23711,23653,58,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。随机/边界中发现钙钛矿光伏和光催化制氢，DSSC合并只是类群结构整理。；初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇共享DSSC器件、染料敏化、TiO2光阳极及效率改进；簇360的固态及塑料基底DSSC与簇384补查的混合染料DSSC正文都覆盖电极、染料及器件性能，现有样本不支持稳定的材料/器件分界。钙钛矿光伏及太阳能制氢边界混入明确保留，不据合并宣称全簇纯净。
M361,电力知识处理与智能决策系统,数字技术与测量,宽泛待细分,B361,1,4017,1143,2874,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M362,水泥混凝土性能与碳化,能源材料与电化学基础,关联基础研究,B362,1,6731,6681,50,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M363,非贵金属氧还原电催化材料,能源材料与电化学基础,方向候选,B363,1,12269,12192,77,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M364,充电基础设施与公用事业接入政策混合,能源政策与治理,混杂待重分,B364,1,594,334,1,259,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。充电政策关键词与公用事业收费接入政策混合，不能视为纯充电方向。,保留独立类群
M365,多孔碳材料及储能环境应用,能源材料与电化学基础,宽泛待细分,B365,1,10543,10503,40,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M366,机械装配传动与电气部件混合,制造与通用装置,混杂待重分,B366,1,3402,238,3164,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M367,荧光粉组分调控与发光性质,能源材料与电化学基础,关联基础研究,"B367,B403",2,20437,20426,11,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。多数核读中心/随机记录仅有标题；并簇仍受正文缺失与边界发光材料混入限制。；初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,簇367多个中心标题均为Eu等离子掺杂荧光粉结构及发光性质，与簇403含正文的固溶体荧光粉及随机Dy/Sm样本一致。簇367现存样本多无摘要，决定以多个中心标题和可读旁证为限，不声称完成充分正文验证；有机发光、二维GaS及光催化混入保留在基础研究风险中。
M368,镉基硫族半导体与量子点,能源材料与电化学基础,关联基础研究,B368,1,9931,9926,5,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M369,有机场效应晶体管,能源材料与电化学基础,关联基础研究,B369,1,9524,9519,5,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M370,电力通信与无线传输装置,数字技术与测量,宽泛待细分,B370,1,4550,2169,2381,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M371,功能纤维复合材料与织物,能源材料与电化学基础,关联基础研究,B371,1,9251,9090,161,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M372,铁化合物反应与材料应用,能源材料与电化学基础,关联基础研究,B372,1,13574,13534,40,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M373,铀钍及稀土分离提取,能源材料与电化学基础,宽泛待细分,B373,1,10938,10919,19,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M374,多体系二次电池材料与电解液综述,电化学储能,宽泛待细分,B374,1,21730,21711,19,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M375,电池状态测量与诊断装置,电化学储能,方向候选,B375,1,3837,1214,2622,1,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M376,太阳辐射测量估算与大气影响,太阳能,宽泛待细分,B376,1,12809,12809,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M377,电力节能与新能源应用泛论,电网与电力系统,宽泛待细分,B377,1,9832,9750,82,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M378,电源变流电路与电压控制装置,电力电子与电机,宽泛待细分,B378,1,4112,557,3555,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M379,电池包与模组结构装置,电化学储能,方向候选,B379,1,4695,54,4641,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M380,永磁同步电机设计与控制,电力电子与电机,宽泛待细分,B380,1,11869,11784,85,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M381,电气设备散热冷却结构,热工与能效,宽泛待细分,B381,1,3311,165,3146,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M382,换热器热泵与储热装置混合,热工与能效,混杂待重分,B382,1,3423,347,3076,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M383,纳米流体传热性质与强化,热工与能效,方向候选,B383,1,7917,7904,13,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M385,锅炉蒸汽系统与汽轮机运行,热工与能效,宽泛待细分,B385,1,14535,14473,62,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M386,天然气管网供给与市场治理,化石能源,宽泛待细分,B386,1,8668,8554,2,112,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M387,光伏发电功率预测方法与装置,太阳能,方向候选,B387,1,1947,774,1173,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。随机正文含区域配置优化、边界含风电预测，方向名称不能替代逐条准确性。,保留独立类群
M388,碳纳米管、纳米纤维与功能复合材料,能源材料与电化学基础,关联基础研究,"B388,B452",2,24714,24375,339,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。随机正文包含无碳薄膜光伏及石墨烯脱盐，合并基础材料簇并未纠错。；初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇主题词及多个中心/随机样本共同涉及CNT/CNF合成、聚合物包覆和电化学功能化；簇452补查专利正文支持CNT导电剂与复合纤维，与簇388的碳基纳米结构及电极应用一致。合并保留基础材料层级；簇388的无碳薄膜光伏及石墨烯等越界记录仍未修复，不能按全部计为碳纳米管热点证据。
M389,交通运输车辆与燃料效率,交通与充电,宽泛待细分,B389,1,11914,11909,2,3,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M390,电缆桥架支撑与线束安装,电网与电力系统,宽泛待细分,B390,1,3216,195,3021,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M391,辐照材料损伤与稳定性,核能与等离子体,宽泛待细分,B391,1,12500,12490,10,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M392,感应电机运行控制与性能,电力电子与电机,方向候选,B392,1,17317,17248,69,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M393,有机发光二极管与发光材料,能源材料与电化学基础,关联基础研究,B393,1,12959,12945,14,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M394,风电机组变桨偏航与运行控制,风能与水能海洋能源,方向候选,B394,1,2361,1142,1219,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M395,计算流体力学与多相流,热工与能效,关联基础研究,B395,1,10991,10953,38,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M396,开关谐振及功率调节电路,电力电子与电机,宽泛待细分,B396,1,2958,189,2769,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M397,水力发电与水轮机系统,风能与水能海洋能源,宽泛待细分,B397,1,9506,9432,74,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M398,电网电压无功与多目标运行优化,电网与电力系统,宽泛待细分,B398,1,3407,1375,2032,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M399,配位化学与分子晶体结构,能源材料与电化学基础,关联基础研究,B399,1,18666,18630,36,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M400,电力负荷需求与电价预测,电网与电力系统,宽泛待细分,B400,1,13288,13259,29,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。负荷/需求与电价预测同簇，不能宣称是单一细粒度负荷预测主题。,保留独立类群
M401,纳米材料热传导与热管理,热工与能效,关联基础研究,B401,1,9255,9229,26,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M402,转写词与文本质量干扰的跨学科混杂,其他基础与关联学科,混杂待重分,B402,1,11107,11079,28,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M404,风机发电装置与机舱结构,风能与水能海洋能源,宽泛待细分,B404,1,1719,114,1605,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M405,锌锆系及其他无机纳米材料,能源材料与电化学基础,混杂待重分,B405,1,14430,14369,61,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M406,可见光催化材料与反应,能源材料与电化学基础,宽泛待细分,B406,1,18149,18147,2,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M407,分类算法与跨领域技术文本混合,数字技术与测量,混杂待重分,B407,1,9866,9849,17,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M408,期刊会议索引与出版信息,其他基础与关联学科,外围或非研究文本,B408,1,17545,17545,0,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M409,晶格声子热输运与热膨胀,能源材料与电化学基础,关联基础研究,B409,1,18451,18426,25,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M410,汽车技术产品与零部件资讯,交通与充电,外围或非研究文本,B410,1,10629,10561,67,1,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M411,空调系统与能效控制装置,热工与能效,方向候选,B411,1,1857,551,1306,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M412,群智能与多目标优化算法,数字技术与测量,关联基础研究,B412,1,13242,13090,152,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M413,结构基础抗震与工程力学,制造与通用装置,关联基础研究,B413,1,9183,9009,174,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M414,水系锌电池负极及界面稳定,电化学储能,方向候选,B414,1,10659,10604,55,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M415,配电网重构与优化运行,电网与电力系统,方向候选,B415,1,12608,12605,3,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M416,氢氦在材料中的扩散与相互作用,能源材料与电化学基础,关联基础研究,B416,1,14435,14422,13,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M417,沸石硅基及多孔材料合成,能源材料与电化学基础,关联基础研究,B417,1,13027,13025,2,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M418,清洗清扫与净化装置混合,制造与通用装置,混杂待重分,B418,1,1769,419,1350,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M419,质子交换膜燃料电池运行与建模,氢能与燃料电池,方向候选,B419,1,9037,9025,12,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M421,二次电池正极活性材料,电化学储能,方向候选,B421,1,2201,140,2061,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M422,多孔介质两相流与界面润湿,热工与能效,关联基础研究,B422,1,12004,11990,14,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M423,林木育种栽培与植物生产,生物质与资源循环,关联基础研究,B423,1,7897,7857,40,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M425,晶体生长结构与性质,能源材料与电化学基础,关联基础研究,B425,1,12881,12875,6,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M426,固体氧化物电解池与可逆电化学单元,氢能与燃料电池,方向候选,B426,1,8414,8347,67,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M427,通用信息管理与软件系统,数字技术与测量,外围或非研究文本,B427,1,15372,15284,87,1,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M428,聚合物气凝胶与复合材料,能源材料与电化学基础,关联基础研究,B428,1,12745,12713,32,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M429,碳化硅功率半导体器件,电力电子与电机,方向候选,B429,1,12475,12414,61,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M430,柴油机及多燃料内燃机性能,化石能源,宽泛待细分,B430,1,11824,11753,70,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M431,配电网规划运行与配置方法,电网与电力系统,宽泛待细分,B431,1,3121,433,2688,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M432,气候变化适应与社会经济政策,碳与环境,宽泛待细分,B432,1,14196,14196,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M433,硅系半导体加工与材料性质,能源材料与电化学基础,关联基础研究,B433,1,19326,19254,72,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M434,巡检机器人与自主移动装置,电网与电力系统,宽泛待细分,B434,1,5130,3819,1311,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M435,太阳能光热及光伏光热系统,太阳能,宽泛待细分,B435,1,16296,16292,4,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M436,通用电气工程应用与技术资料,电网与电力系统,宽泛待细分,B436,1,10680,10631,45,4,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M439,固废电子废物回收与处置,生物质与资源循环,宽泛待细分,B439,1,11100,11024,76,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M440,磁性材料与铁氧体磁学,能源材料与电化学基础,关联基础研究,B440,1,13946,13885,61,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M441,电力系统电磁暂态与实时仿真,电网与电力系统,方向候选,B441,1,9737,9617,120,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M442,电池负极储能材料与储氢材料混合,能源材料与电化学基础,混杂待重分,B442,1,11968,11907,61,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M443,电机驱动控制方法与装置,电力电子与电机,宽泛待细分,B443,1,3733,1192,2541,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M444,风电功率预测与状态监测混合,风能与水能海洋能源,混杂待重分,B444,1,2295,1035,1260,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。补查随机专利含空调能效，边界含风机覆冰监测，不整体并为风电预测。,保留独立类群
M445,风电光伏项目建设与扶持政策,能源政策与治理,政策类群,B445,1,808,434,0,374,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M446,智能电表物联网与用能监测,电网与电力系统,宽泛待细分,B446,1,9264,8684,579,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M447,钠离子电池电极材料,电化学储能,方向候选,B447,1,14314,14297,17,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M448,矿物岩石与黏土性质,其他基础与关联学科,关联基础研究,B448,1,13207,13204,3,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M449,电力设备数据诊断与异常检测,电网与电力系统,宽泛待细分,B449,1,4093,964,3129,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M450,电气化铁路牵引与供电,交通与充电,方向候选,B450,1,9252,9163,89,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M451,铜基硫族薄膜与光伏吸收材料,太阳能,方向候选,B451,1,10558,10555,3,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M453,二次电池电解液添加剂与配方,电化学储能,方向候选,B453,1,3564,328,3236,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M454,能源专项监管与企业整改公告,能源政策与治理,政策类群,B454,1,558,186,1,371,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M455,建筑能效与居民供热用能,热工与能效,宽泛待细分,B455,1,14747,14704,42,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M456,通用计算硬件接口与电子系统,数字技术与测量,关联基础研究,B456,1,9770,9738,32,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M457,雷电电磁场与天体物理混合,其他基础与关联学科,混杂待重分,B457,1,10254,10253,1,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M458,电力扰动孤岛及异常识别算法,电网与电力系统,宽泛待细分,B458,1,11771,11652,119,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M459,电力安全风险与故障预警系统,电网与电力系统,宽泛待细分,B459,1,3320,920,2400,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M460,水资源调度灌溉与水能利用,风能与水能海洋能源,宽泛待细分,B460,1,12173,12157,10,6,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M461,电池单体壳体与组件结构,电化学储能,宽泛待细分,B461,1,3683,215,3468,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M462,液压泵阀与流体传动,制造与通用装置,宽泛待细分,B462,1,12679,12581,98,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M463,电力系统暂态电压与稳定性分析,电网与电力系统,宽泛待细分,B463,1,14078,14033,45,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M464,风光储及混合能源系统配置,电网与电力系统,宽泛待细分,B464,1,12355,12295,60,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M465,电机制造与通用装配装置混合,制造与通用装置,混杂待重分,B465,1,2286,193,2093,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M467,木材加工与木质资源利用,生物质与资源循环,宽泛待细分,B467,1,10597,10595,2,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M468,污染物吸附氧化与分离,碳与环境,宽泛待细分,B468,1,13436,13417,19,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M469,电极组件与活性材料加工,电化学储能,宽泛待细分,B469,1,2530,441,2089,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M470,电网状态估计相量测量与系统分析,电网与电力系统,宽泛待细分,B470,1,10387,10375,12,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M471,气固流动分离与杂项工艺混合,热工与能效,混杂待重分,B471,1,8492,8464,28,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M472,钛合金陶瓷与MAX相材料,能源材料与电化学基础,关联基础研究,B472,1,13992,13975,17,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M473,电场空间电荷与界面建模,能源材料与电化学基础,关联基础研究,B473,1,10903,10875,28,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M474,电催化制氨与氮循环反应,氢能与燃料电池,宽泛待细分,B474,1,13803,13735,68,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M475,超导电力装置与故障限流,电网与电力系统,方向候选,B475,1,8148,8077,71,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M476,区域供热预测与热系统建模,热工与能效,宽泛待细分,B476,1,9485,9130,355,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
