category_id,topic_id,top_keywords,top_keyword_ids,top_keyword_weights,active,paper_documents,train_documents,validation_documents,replay_documents,name,domain,status,analysis_scope,uniform_assigned_papers
N0345,344,Solid oxide fuel cell | Power density | Thermal expansion | Metallurgy | Lanthanum | Triple phase boundary | Cermet | Process engineering | Yttria-stabilized zirconia | Operating temperature | Stress (linguistics) | Chromium | Partial oxidation | Multiphysics | Tape casting,https://openalex.org/keywords/solid-oxide-fuel-cell | https://openalex.org/keywords/power-density | https://openalex.org/keywords/thermal-expansion | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/lanthanum | https://openalex.org/keywords/triple-phase-boundary | https://openalex.org/keywords/cermet | https://openalex.org/keywords/process-engineering | https://openalex.org/keywords/yttria-stabilized-zirconia | https://openalex.org/keywords/operating-temperature | https://openalex.org/keywords/stress | https://openalex.org/keywords/chromium | https://openalex.org/keywords/partial-oxidation | https://openalex.org/keywords/multiphysics | https://openalex.org/keywords/tape-casting,8.92313 | 0.634805 | 0.507477 | 0.405462 | 0.356414 | 0.284836 | 0.273352 | 0.219874 | 0.18882 | 0.164808 | 0.156709 | 0.152202 | 0.139691 | 0.136775 | 0.135382,True,344,304,24,16,Solid oxide fuel cell / Power density / Thermal expansion,待主题范围审阅,NMF关键词主题,待主题范围审阅,342
N0346,345,Ultimate tensile strength | Composite material | Elongation | Ductility (Earth science) | Stress (linguistics) | Tensile testing | Welding | Extrusion | Deformation (meteorology) | Brittleness | Epoxy | Casting | Creep | Compressive strength | Strain (injury),https://openalex.org/keywords/ultimate-tensile-strength | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/elongation | https://openalex.org/keywords/ductility | https://openalex.org/keywords/stress | https://openalex.org/keywords/tensile-testing | https://openalex.org/keywords/welding | https://openalex.org/keywords/extrusion | https://openalex.org/keywords/deformation | https://openalex.org/keywords/brittleness | https://openalex.org/keywords/epoxy | https://openalex.org/keywords/casting | https://openalex.org/keywords/creep | https://openalex.org/keywords/compressive-strength | https://openalex.org/keywords/strain,7.46942 | 1.51268 | 1.4663 | 0.83864 | 0.823613 | 0.663273 | 0.624433 | 0.584069 | 0.478152 | 0.43527 | 0.427155 | 0.36196 | 0.355044 | 0.354867 | 0.334401,True,403,346,21,36,Ultimate tensile strength / Composite material / Elongation,待主题范围审阅,NMF关键词主题,待主题范围审阅,400
N0347,346,Orthorhombic crystal system | Tetragonal crystal system | Monoclinic crystal system | Crystal structure | Phase transition | Scheelite | Bismuth vanadate | Thermal expansion | Cubic zirconia | Isostructural | Neutron diffraction | Metastability | Zintl phase | Sodium | Antiferromagnetism,https://openalex.org/keywords/orthorhombic-crystal-system | https://openalex.org/keywords/tetragonal-crystal-system | https://openalex.org/keywords/monoclinic-crystal-system | https://openalex.org/keywords/crystal-structure | https://openalex.org/keywords/phase-transition | https://openalex.org/keywords/scheelite | https://openalex.org/keywords/bismuth-vanadate | https://openalex.org/keywords/thermal-expansion | https://openalex.org/keywords/cubic-zirconia | https://openalex.org/keywords/isostructural | https://openalex.org/keywords/neutron-diffraction | https://openalex.org/keywords/metastability | https://openalex.org/keywords/zintl-phase | https://openalex.org/keywords/sodium | https://openalex.org/keywords/antiferromagnetism,5.802 | 5.67806 | 3.43594 | 2.65478 | 0.382851 | 0.260559 | 0.172021 | 0.16259 | 0.156367 | 0.142404 | 0.124328 | 0.121068 | 0.121059 | 0.11302 | 0.107759,True,279,249,13,17,Orthorhombic crystal system / Tetragonal crystal system / Monoclinic crystal system,待主题范围审阅,NMF关键词主题,待主题范围审阅,279
N0348,347,Microporous material | Specific surface area | Conjugated microporous polymer | BET theory | Hydrogen storage | Polyvinylidene fluoride | Gaseous diffusion | Chemistry | Composite material | Methane | Melamine | Gas separation | Gravimetric analysis | Molecular sieve | Water vapor,https://openalex.org/keywords/microporous-material | https://openalex.org/keywords/specific-surface-area | https://openalex.org/keywords/conjugated-microporous-polymer | https://openalex.org/keywords/bet-theory | https://openalex.org/keywords/hydrogen-storage | https://openalex.org/keywords/polyvinylidene-fluoride | https://openalex.org/keywords/gaseous-diffusion | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/methane | https://openalex.org/keywords/melamine | https://openalex.org/keywords/gas-separation | https://openalex.org/keywords/gravimetric-analysis | https://openalex.org/keywords/molecular-sieve | https://openalex.org/keywords/water-vapor,10.4893 | 0.68664 | 0.558027 | 0.288039 | 0.265001 | 0.250839 | 0.229469 | 0.166838 | 0.151173 | 0.125681 | 0.123577 | 0.121344 | 0.112101 | 0.10849 | 0.104556,True,246,199,19,28,Microporous material / Specific surface area / Conjugated microporous polymer,待主题范围审阅,NMF关键词主题,待主题范围审阅,246
N0349,348,Magnet | Permanent magnet synchronous generator | Superconducting magnet | Mechanical engineering | Synchronous motor | Finite element method | Coercivity | Superconductivity | Permanent magnet synchronous motor | Neodymium magnet | Nuclear magnetic resonance | Magnetic reluctance | Maglev | Levitation | Electromagnet,https://openalex.org/keywords/magnet | https://openalex.org/keywords/permanent-magnet-synchronous-generator | https://openalex.org/keywords/superconducting-magnet | https://openalex.org/keywords/mechanical-engineering | https://openalex.org/keywords/synchronous-motor | https://openalex.org/keywords/finite-element-method | https://openalex.org/keywords/coercivity | https://openalex.org/keywords/superconductivity | https://openalex.org/keywords/permanent-magnet-synchronous-motor | https://openalex.org/keywords/neodymium-magnet | https://openalex.org/keywords/nuclear-magnetic-resonance | https://openalex.org/keywords/magnetic-reluctance | https://openalex.org/keywords/maglev | https://openalex.org/keywords/levitation | https://openalex.org/keywords/electromagnet,8.10484 | 1.8738 | 1.66825 | 1.23001 | 0.954726 | 0.844497 | 0.768881 | 0.680866 | 0.664596 | 0.545493 | 0.518648 | 0.492265 | 0.397561 | 0.378615 | 0.374733,True,378,309,27,42,Magnet / Permanent magnet synchronous generator / Superconducting magnet,待主题范围审阅,NMF关键词主题,待主题范围审阅,377
N0350,349,Hydrate | Clathrate hydrate | Methane | Thermodynamics | Chemistry | Isochoric process | Saturation (graph theory) | Cabin pressurization | Pore water pressure | Tetrahydrofuran | Ammonium bromide | Activity coefficient | Propane | Bromide | Chemical engineering,https://openalex.org/keywords/hydrate | https://openalex.org/keywords/clathrate-hydrate | https://openalex.org/keywords/methane | https://openalex.org/keywords/thermodynamics | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/isochoric-process | https://openalex.org/keywords/saturation | https://openalex.org/keywords/cabin-pressurization | https://openalex.org/keywords/pore-water-pressure | https://openalex.org/keywords/tetrahydrofuran | https://openalex.org/keywords/ammonium-bromide | https://openalex.org/keywords/activity-coefficient | https://openalex.org/keywords/propane | https://openalex.org/keywords/bromide | https://openalex.org/keywords/chemical-engineering,5.64326 | 5.56021 | 1.11844 | 0.755246 | 0.620547 | 0.439903 | 0.402129 | 0.384884 | 0.311119 | 0.304044 | 0.247291 | 0.240126 | 0.219772 | 0.219662 | 0.215128,True,247,192,27,28,Hydrate / Clathrate hydrate / Methane,待主题范围审阅,NMF关键词主题,待主题范围审阅,247
N0351,350,Diesel fuel | Diesel engine | Biodiesel | Diesel generator | Brake specific fuel consumption | Gasoline | NOx | Thermal efficiency | Fuel efficiency | Diesel exhaust | Biodiesel production | Exhaust gas recirculation | Fuel oil | Internal combustion engine | Vegetable oil refining,https://openalex.org/keywords/diesel-fuel | https://openalex.org/keywords/diesel-engine | https://openalex.org/keywords/biodiesel | https://openalex.org/keywords/diesel-generator | https://openalex.org/keywords/brake-specific-fuel-consumption | https://openalex.org/keywords/gasoline | https://openalex.org/keywords/nox | https://openalex.org/keywords/thermal-efficiency | https://openalex.org/keywords/fuel-efficiency | https://openalex.org/keywords/diesel-exhaust | https://openalex.org/keywords/biodiesel-production | https://openalex.org/keywords/exhaust-gas-recirculation | https://openalex.org/keywords/fuel-oil | https://openalex.org/keywords/internal-combustion-engine | https://openalex.org/keywords/vegetable-oil-refining,7.94804 | 2.78206 | 2.16262 | 2.06206 | 0.551123 | 0.54253 | 0.523535 | 0.521963 | 0.506154 | 0.449935 | 0.343122 | 0.332498 | 0.330797 | 0.324036 | 0.312049,True,356,321,8,27,Diesel fuel / Diesel engine / Biodiesel,待主题范围审阅,NMF关键词主题,待主题范围审阅,355
N0352,351,Electrical impedance | Equivalent circuit | Impedance matching | Output impedance | Admittance | Input impedance | Resistor | Characteristic impedance | Equivalent impedance transforms | Frequency domain | Damping factor | Mathematics | Impedance parameters | Time domain | Nyquist plot,https://openalex.org/keywords/electrical-impedance | https://openalex.org/keywords/equivalent-circuit | https://openalex.org/keywords/impedance-matching | https://openalex.org/keywords/output-impedance | https://openalex.org/keywords/admittance | https://openalex.org/keywords/input-impedance | https://openalex.org/keywords/resistor | https://openalex.org/keywords/characteristic-impedance | https://openalex.org/keywords/equivalent-impedance-transforms | https://openalex.org/keywords/frequency-domain | https://openalex.org/keywords/damping-factor | https://openalex.org/keywords/mathematics | https://openalex.org/keywords/impedance-parameters | https://openalex.org/keywords/time-domain | https://openalex.org/keywords/nyquist-plot,9.43163 | 1.75297 | 1.03832 | 1.00279 | 0.48947 | 0.408554 | 0.391054 | 0.336274 | 0.332471 | 0.314528 | 0.311524 | 0.304774 | 0.295145 | 0.280724 | 0.251026,True,319,250,20,49,Electrical impedance / Equivalent circuit / Impedance matching,待主题范围审阅,NMF关键词主题,待主题范围审阅,311
N0353,352,Formic acid | Inorganic chemistry | Catalysis | Palladium | Acetic acid | Carbon monoxide | Chronoamperometry | Oxalic acid | Sodium borohydride | Formate | Electrochemical reduction of carbon dioxide | Levulinic acid | Formaldehyde | Dehydrogenation | Rhodium,https://openalex.org/keywords/formic-acid | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/palladium | https://openalex.org/keywords/acetic-acid | https://openalex.org/keywords/carbon-monoxide | https://openalex.org/keywords/chronoamperometry | https://openalex.org/keywords/oxalic-acid | https://openalex.org/keywords/sodium-borohydride | https://openalex.org/keywords/formate | https://openalex.org/keywords/electrochemical-reduction-of-carbon-dioxide | https://openalex.org/keywords/levulinic-acid | https://openalex.org/keywords/formaldehyde | https://openalex.org/keywords/dehydrogenation | https://openalex.org/keywords/rhodium,8.09091 | 1.73296 | 1.71207 | 1.1636 | 0.56635 | 0.452549 | 0.439883 | 0.358565 | 0.336181 | 0.315521 | 0.291566 | 0.226761 | 0.194919 | 0.188639 | 0.145903,True,216,187,9,20,Formic acid / Inorganic chemistry / Catalysis,待主题范围审阅,NMF关键词主题,待主题范围审阅,215
N0354,353,Stacking | Stacking fault | Electron mobility | Bilayer | Crystallography | Intermolecular force | Lamellar structure | Nuclear magnetic resonance | Side chain | Period (music) | Janus | Antiparallel (mathematics) | Type (biology) | Ring (chemistry) | Stacking-fault energy,https://openalex.org/keywords/stacking | https://openalex.org/keywords/stacking-fault | https://openalex.org/keywords/electron-mobility | https://openalex.org/keywords/bilayer | https://openalex.org/keywords/crystallography | https://openalex.org/keywords/intermolecular-force | https://openalex.org/keywords/lamellar-structure | https://openalex.org/keywords/nuclear-magnetic-resonance | https://openalex.org/keywords/side-chain | https://openalex.org/keywords/period | https://openalex.org/keywords/janus | https://openalex.org/keywords/antiparallel | https://openalex.org/keywords/type | https://openalex.org/keywords/ring | https://openalex.org/keywords/stacking-fault-energy,9.19236 | 0.561836 | 0.528503 | 0.497753 | 0.399461 | 0.333806 | 0.198163 | 0.197728 | 0.185755 | 0.171446 | 0.165348 | 0.136357 | 0.130639 | 0.129027 | 0.125337,True,282,213,22,47,Stacking / Stacking fault / Electron mobility,待主题范围审阅,NMF关键词主题,待主题范围审阅,281
N0355,354,Cadmium telluride photovoltaics | Cadmium | Tellurium | Copper indium gallium selenide solar cells | Luminescence | Fluorescence | Cadmium sulfide | Telluride | Chemistry | Sublimation (psychology) | Optoelectronics | Molecular beam epitaxy | Thin film solar cell | Cathodoluminescence | Crystalline silicon,https://openalex.org/keywords/cadmium-telluride-photovoltaics | https://openalex.org/keywords/cadmium | https://openalex.org/keywords/tellurium | https://openalex.org/keywords/copper-indium-gallium-selenide-solar-cells | https://openalex.org/keywords/luminescence | https://openalex.org/keywords/fluorescence | https://openalex.org/keywords/cadmium-sulfide | https://openalex.org/keywords/telluride | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/sublimation | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/molecular-beam-epitaxy | https://openalex.org/keywords/thin-film-solar-cell | https://openalex.org/keywords/cathodoluminescence | https://openalex.org/keywords/crystalline-silicon,9.18189 | 0.821282 | 0.497877 | 0.391969 | 0.279079 | 0.228392 | 0.213892 | 0.198194 | 0.186581 | 0.169699 | 0.167544 | 0.151794 | 0.115069 | 0.11357 | 0.101802,True,228,207,10,11,Cadmium telluride photovoltaics / Cadmium / Tellurium,待主题范围审阅,NMF关键词主题,待主题范围审阅,226
N0356,355,Compensation (psychology) | Voltage sag | Compensation methods | Dead time | Voltage compensation | Shunt (medical) | AC power | Feed forward | Active power filter | Transient voltage suppressor | Swell | Static VAR compensator | Element (criminal law) | Oscillation (cell signaling) | Harmonics,https://openalex.org/keywords/compensation | https://openalex.org/keywords/voltage-sag | https://openalex.org/keywords/compensation-methods | https://openalex.org/keywords/dead-time | https://openalex.org/keywords/voltage-compensation | https://openalex.org/keywords/shunt | https://openalex.org/keywords/ac-power | https://openalex.org/keywords/feed-forward | https://openalex.org/keywords/active-power-filter | https://openalex.org/keywords/transient-voltage-suppressor | https://openalex.org/keywords/swell | https://openalex.org/keywords/static-var-compensator | https://openalex.org/keywords/element | https://openalex.org/keywords/oscillation | https://openalex.org/keywords/harmonics,10.009 | 0.611357 | 0.402631 | 0.367167 | 0.313244 | 0.23884 | 0.217937 | 0.190172 | 0.15512 | 0.126395 | 0.125484 | 0.100286 | 0.0985109 | 0.0940518 | 0.0892634,True,242,198,12,32,Compensation (psychology) / Voltage sag / Compensation methods,待主题范围审阅,NMF关键词主题,待主题范围审阅,238
N0357,356,Chemical vapor deposition | Plasma-enhanced chemical vapor deposition | Chemical engineering | Nanotechnology | Metalorganic vapour phase epitaxy | Layer (electronics) | Graphene nanoribbons | Silane | Graphene foam | Combustion chemical vapor deposition | Sapphire | Composite material | Physical vapor deposition | Carbon film | Thin film,https://openalex.org/keywords/chemical-vapor-deposition | https://openalex.org/keywords/plasma-enhanced-chemical-vapor-deposition | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/metalorganic-vapour-phase-epitaxy | https://openalex.org/keywords/layer | https://openalex.org/keywords/graphene-nanoribbons | https://openalex.org/keywords/silane | https://openalex.org/keywords/graphene-foam | https://openalex.org/keywords/combustion-chemical-vapor-deposition | https://openalex.org/keywords/sapphire | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/physical-vapor-deposition | https://openalex.org/keywords/carbon-film | https://openalex.org/keywords/thin-film,9.68062 | 1.34793 | 1.03563 | 0.702017 | 0.582034 | 0.454946 | 0.290128 | 0.276595 | 0.271954 | 0.26878 | 0.265913 | 0.249455 | 0.217273 | 0.191807 | 0.185842,True,268,244,13,11,Chemical vapor deposition / Plasma-enhanced chemical vapor deposition / Chemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,265
N0358,357,Raw material | Biorefinery | Metallurgy | Renewable resource | Cellulosic ethanol | Biomass (ecology) | Chemical industry | Char | Low-density polyethylene | Organic chemistry | Sugar | Jet fuel | Biodiesel production | Acetylene | Luminescence,https://openalex.org/keywords/raw-material | https://openalex.org/keywords/biorefinery | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/renewable-resource | https://openalex.org/keywords/cellulosic-ethanol | https://openalex.org/keywords/biomass | https://openalex.org/keywords/chemical-industry | https://openalex.org/keywords/char | https://openalex.org/keywords/low-density-polyethylene | https://openalex.org/keywords/organic-chemistry | https://openalex.org/keywords/sugar | https://openalex.org/keywords/jet-fuel | https://openalex.org/keywords/biodiesel-production | https://openalex.org/keywords/acetylene | https://openalex.org/keywords/luminescence,11.306 | 0.335493 | 0.246808 | 0.229693 | 0.190377 | 0.186713 | 0.154875 | 0.140192 | 0.128628 | 0.124672 | 0.116617 | 0.113926 | 0.113281 | 0.110133 | 0.109072,True,193,148,8,37,Raw material / Biorefinery / Metallurgy,待主题范围审阅,NMF关键词主题,待主题范围审阅,194
N0359,358,Harmonics | Active filter | Filter (signal processing) | Harmonic analysis | Phase-locked loop | Flicker | Power electronics | DC bias | Shunt (medical) | Compensation (psychology) | Electronic filter | Pulse-width modulation | Frequency domain | Physics | Current source,https://openalex.org/keywords/harmonics | https://openalex.org/keywords/active-filter | https://openalex.org/keywords/filter | https://openalex.org/keywords/harmonic-analysis | https://openalex.org/keywords/phase-locked-loop | https://openalex.org/keywords/flicker | https://openalex.org/keywords/power-electronics | https://openalex.org/keywords/dc-bias | https://openalex.org/keywords/shunt | https://openalex.org/keywords/compensation | https://openalex.org/keywords/electronic-filter | https://openalex.org/keywords/pulse-width-modulation | https://openalex.org/keywords/frequency-domain | https://openalex.org/keywords/physics | https://openalex.org/keywords/current-source,10.0585 | 0.653365 | 0.31266 | 0.26933 | 0.239509 | 0.156781 | 0.142721 | 0.119882 | 0.119768 | 0.110493 | 0.110124 | 0.105215 | 0.0898199 | 0.0858965 | 0.0814073,True,289,263,14,12,Harmonics / Active filter / Filter (signal processing),待主题范围审阅,NMF关键词主题,待主题范围审阅,289
N0360,359,Relay | Overcurrent | Protective relay | Power-system protection | Digital protective relay | Tripping | Backup | Current transformer | Differential protection | Swing | Automation | Fuse (electrical) | Electronic engineering | Blackout | Inrush current,https://openalex.org/keywords/relay | https://openalex.org/keywords/overcurrent | https://openalex.org/keywords/protective-relay | https://openalex.org/keywords/power-system-protection | https://openalex.org/keywords/digital-protective-relay | https://openalex.org/keywords/tripping | https://openalex.org/keywords/backup | https://openalex.org/keywords/current-transformer | https://openalex.org/keywords/differential-protection | https://openalex.org/keywords/swing | https://openalex.org/keywords/automation | https://openalex.org/keywords/fuse | https://openalex.org/keywords/electronic-engineering | https://openalex.org/keywords/blackout | https://openalex.org/keywords/inrush-current,7.67198 | 2.68035 | 2.17004 | 0.868991 | 0.857279 | 0.624703 | 0.489297 | 0.29406 | 0.288674 | 0.269869 | 0.226589 | 0.219356 | 0.199504 | 0.172174 | 0.139977,True,236,206,10,20,Relay / Overcurrent / Protective relay,待主题范围审阅,NMF关键词主题,待主题范围审阅,237
N0361,360,Mode (computer interface) | Sliding mode control | Oscillation (cell signaling) | Enhanced Data Rates for GSM Evolution | Alcator C-Mod | Common-mode signal | Hilbert–Huang transform | Pedestal | Low-frequency oscillation | Tearing | DIII-D | Transition (genetics) | Resistive touchscreen | Power grid | Operating system,https://openalex.org/keywords/mode | https://openalex.org/keywords/sliding-mode-control | https://openalex.org/keywords/oscillation | https://openalex.org/keywords/enhanced-data-rates-for-gsm-evolution | https://openalex.org/keywords/alcator-c-mod | https://openalex.org/keywords/common-mode-signal | https://openalex.org/keywords/hilbert–huang-transform | https://openalex.org/keywords/pedestal | https://openalex.org/keywords/low-frequency-oscillation | https://openalex.org/keywords/tearing | https://openalex.org/keywords/diii-d | https://openalex.org/keywords/transition | https://openalex.org/keywords/resistive-touchscreen | https://openalex.org/keywords/power-grid | https://openalex.org/keywords/operating-system,9.34311 | 1.01807 | 0.52918 | 0.339494 | 0.306843 | 0.294914 | 0.248789 | 0.231631 | 0.202501 | 0.197589 | 0.176969 | 0.173188 | 0.171052 | 0.137379 | 0.125712,True,265,209,19,37,Mode (computer interface) / Sliding mode control / Oscillation (cell signaling),待主题范围审阅,NMF关键词主题,待主题范围审阅,258
N0362,361,MXenes | Carbide | Titanium carbide | MAX phases | Lubrication | Biosensor | Etching (microfabrication) | Biocompatibility | Nitride | Work function | Energy transformation | Photonics | Hydrofluoric acid | Exfoliation joint | Tribology,https://openalex.org/keywords/mxenes | https://openalex.org/keywords/carbide | https://openalex.org/keywords/titanium-carbide | https://openalex.org/keywords/max-phases | https://openalex.org/keywords/lubrication | https://openalex.org/keywords/biosensor | https://openalex.org/keywords/etching | https://openalex.org/keywords/biocompatibility | https://openalex.org/keywords/nitride | https://openalex.org/keywords/work-function | https://openalex.org/keywords/energy-transformation | https://openalex.org/keywords/photonics | https://openalex.org/keywords/hydrofluoric-acid | https://openalex.org/keywords/exfoliation-joint | https://openalex.org/keywords/tribology,8.56374 | 1.34056 | 0.443432 | 0.254507 | 0.221643 | 0.181197 | 0.179252 | 0.155714 | 0.153559 | 0.150065 | 0.135953 | 0.131731 | 0.1314 | 0.130996 | 0.11404,True,254,163,32,59,MXenes / Carbide / Titanium carbide,待主题范围审阅,NMF关键词主题,待主题范围审阅,254
N0363,362,AC power | Power factor | Voltage optimisation | Power control | Total harmonic distortion | Switched-mode power supply | Voltage regulation | Active filter | Static VAR compensator | Power-flow study | Induction generator | Volt-ampere reactive | Three-phase | Volt-ampere | Constant power circuit,https://openalex.org/keywords/ac-power | https://openalex.org/keywords/power-factor | https://openalex.org/keywords/voltage-optimisation | https://openalex.org/keywords/power-control | https://openalex.org/keywords/total-harmonic-distortion | https://openalex.org/keywords/switched-mode-power-supply | https://openalex.org/keywords/voltage-regulation | https://openalex.org/keywords/active-filter | https://openalex.org/keywords/static-var-compensator | https://openalex.org/keywords/power-flow-study | https://openalex.org/keywords/induction-generator | https://openalex.org/keywords/volt-ampere-reactive | https://openalex.org/keywords/three-phase | https://openalex.org/keywords/volt-ampere | https://openalex.org/keywords/constant-power-circuit,7.89326 | 4.44989 | 1.14612 | 0.905262 | 0.864544 | 0.788006 | 0.522347 | 0.510916 | 0.471391 | 0.463073 | 0.34209 | 0.337391 | 0.299109 | 0.166106 | 0.16579,True,344,298,14,32,AC power / Power factor / Voltage optimisation,待主题范围审阅,NMF关键词主题,待主题范围审阅,348
N0364,363,Bismuth | Antimony | Bismuth telluride | Bismuth vanadate | Metallurgy | Sulfide | Telluride | Tungstate | Monoclinic crystal system | Chemical engineering | Molybdate | Iodide | Microsphere | Bismuth ferrite | Arsenic,https://openalex.org/keywords/bismuth | https://openalex.org/keywords/antimony | https://openalex.org/keywords/bismuth-telluride | https://openalex.org/keywords/bismuth-vanadate | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/sulfide | https://openalex.org/keywords/telluride | https://openalex.org/keywords/tungstate | https://openalex.org/keywords/monoclinic-crystal-system | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/molybdate | https://openalex.org/keywords/iodide | https://openalex.org/keywords/microsphere | https://openalex.org/keywords/bismuth-ferrite | https://openalex.org/keywords/arsenic,8.98151 | 0.907999 | 0.753235 | 0.62406 | 0.466116 | 0.320957 | 0.308509 | 0.269694 | 0.179691 | 0.174666 | 0.161136 | 0.127226 | 0.120249 | 0.113265 | 0.11229,True,294,222,37,35,Bismuth / Antimony / Bismuth telluride,待主题范围审阅,NMF关键词主题,待主题范围审阅,292
N0365,364,Cellulose | Lignin | Hemicellulose | Pulp and paper industry | Straw | Lignocellulosic biomass | Torrefaction | Organic chemistry | Levoglucosan | Cellulosic ethanol | Cellulose acetate | Carboxymethyl cellulose | Furfural | Nanofiber | Agronomy,https://openalex.org/keywords/cellulose | https://openalex.org/keywords/lignin | https://openalex.org/keywords/hemicellulose | https://openalex.org/keywords/pulp-and-paper-industry | https://openalex.org/keywords/straw | https://openalex.org/keywords/lignocellulosic-biomass | https://openalex.org/keywords/torrefaction | https://openalex.org/keywords/organic-chemistry | https://openalex.org/keywords/levoglucosan | https://openalex.org/keywords/cellulosic-ethanol | https://openalex.org/keywords/cellulose-acetate | https://openalex.org/keywords/carboxymethyl-cellulose | https://openalex.org/keywords/furfural | https://openalex.org/keywords/nanofiber | https://openalex.org/keywords/agronomy,6.05172 | 4.09458 | 2.71494 | 1.16933 | 0.994949 | 0.841192 | 0.74313 | 0.557377 | 0.378104 | 0.358931 | 0.334353 | 0.299943 | 0.268972 | 0.258001 | 0.245271,True,378,291,43,44,Cellulose / Lignin / Hemicellulose,待主题范围审阅,NMF关键词主题,待主题范围审阅,377
N0366,365,Environmental chemistry | Soil water | Amine gas treating | Flue gas | Contamination | Heavy metals | Arsenic | Biodegradation | Soil science | Mineralization (soil science) | Organic matter | Organic chemistry | Leachate | Bioremediation | Microorganism,https://openalex.org/keywords/environmental-chemistry | https://openalex.org/keywords/soil-water | https://openalex.org/keywords/amine-gas-treating | https://openalex.org/keywords/flue-gas | https://openalex.org/keywords/contamination | https://openalex.org/keywords/heavy-metals | https://openalex.org/keywords/arsenic | https://openalex.org/keywords/biodegradation | https://openalex.org/keywords/soil-science | https://openalex.org/keywords/mineralization | https://openalex.org/keywords/organic-matter | https://openalex.org/keywords/organic-chemistry | https://openalex.org/keywords/leachate | https://openalex.org/keywords/bioremediation | https://openalex.org/keywords/microorganism,9.08649 | 1.81277 | 1.5262 | 1.26872 | 1.14961 | 0.92293 | 0.858183 | 0.854407 | 0.785226 | 0.694628 | 0.649416 | 0.572793 | 0.547104 | 0.545782 | 0.470156,True,357,273,38,46,Environmental chemistry / Soil water / Amine gas treating,待主题范围审阅,NMF关键词主题,待主题范围审阅,362
N0367,366,Char | tar (computing) | Bituminous coal | Tube furnace | Husk | Reaction rate | Potassium | Reactivity (psychology) | Hydrothermal carbonization | Lignin | Potassium carbonate | Hydrothermal liquefaction | Torrefaction | Anthracite | Biochar,https://openalex.org/keywords/char | https://openalex.org/keywords/tar | https://openalex.org/keywords/bituminous-coal | https://openalex.org/keywords/tube-furnace | https://openalex.org/keywords/husk | https://openalex.org/keywords/reaction-rate | https://openalex.org/keywords/potassium | https://openalex.org/keywords/reactivity | https://openalex.org/keywords/hydrothermal-carbonization | https://openalex.org/keywords/lignin | https://openalex.org/keywords/potassium-carbonate | https://openalex.org/keywords/hydrothermal-liquefaction | https://openalex.org/keywords/torrefaction | https://openalex.org/keywords/anthracite | https://openalex.org/keywords/biochar,9.21091 | 0.684636 | 0.41902 | 0.313164 | 0.223273 | 0.194997 | 0.187581 | 0.185811 | 0.14332 | 0.140576 | 0.128983 | 0.117123 | 0.115914 | 0.0998232 | 0.0966713,True,308,279,16,13,Char / tar (computing) / Bituminous coal,待主题范围审阅,NMF关键词主题,待主题范围审阅,308
N0368,367,Crystal (programming language) | Single crystal | Crystal growth | Crystallography | Morphology (biology) | Dislocation | Facet (psychology) | Crucible (geodemography) | Crystallographic defect | Photoconductivity | Liquid crystal | Electron mobility | Growth rate | Stress (linguistics) | Detector,https://openalex.org/keywords/crystal | https://openalex.org/keywords/single-crystal | https://openalex.org/keywords/crystal-growth | https://openalex.org/keywords/crystallography | https://openalex.org/keywords/morphology | https://openalex.org/keywords/dislocation | https://openalex.org/keywords/facet | https://openalex.org/keywords/crucible | https://openalex.org/keywords/crystallographic-defect | https://openalex.org/keywords/photoconductivity | https://openalex.org/keywords/liquid-crystal | https://openalex.org/keywords/electron-mobility | https://openalex.org/keywords/growth-rate | https://openalex.org/keywords/stress | https://openalex.org/keywords/detector,8.68867 | 2.41462 | 1.56025 | 0.435825 | 0.411912 | 0.331414 | 0.304384 | 0.160704 | 0.138953 | 0.138579 | 0.128452 | 0.12834 | 0.124233 | 0.108522 | 0.108096,True,242,201,18,23,Crystal (programming language) / Single crystal / Crystal growth,待主题范围审阅,NMF关键词主题,待主题范围审阅,239
